price,review_scores_rating,availability_90,neighbourhood_group_cleansed,host_acceptance_rate,host_response_time,host_identity_verified,host_has_profile_pic,number_of_reviews,instant_bookable,host_is_superhost
135,100.0,90,Mitte,98,within an hour,Yes,Yes,9,Yes,Yes
40,100.0,83,Neukölln,40,within an hour,Yes,Yes,1,No,No
200,98.0,57,Charlottenburg-Wilm.,100,within a few hours,Yes,Yes,58,Yes,Yes
95,90.0,90,Steglitz - Zehlendorf,30,within a few hours,No,Yes,2,No,No
84,86.0,83,Tempelhof - Schöneberg,57,within a day,No,Yes,26,No,No
125,96.0,50,Charlottenburg-Wilm.,80,within a day,Yes,Yes,78,No,Yes
53,80.0,5,Mitte,97,within an hour,Yes,Yes,1,Yes,No
50,96.0,0,Tempelhof - Schöneberg,,,Yes,Yes,12,Yes,No
85,93.0,81,Mitte,99,within an hour,Yes,Yes,93,No,Yes
42,96.0,31,Mitte,69,within a day,Yes,Yes,54,No,No
34,87.0,0,Charlottenburg-Wilm.,100,,Yes,Yes,132,Yes,No
129,100.0,0,Pankow,,,Yes,Yes,5,Yes,No
31,98.0,18,Charlottenburg-Wilm.,85,within an hour,No,Yes,238,No,Yes
41,98.0,6,Mitte,100,within an hour,Yes,Yes,10,Yes,Yes
54,100.0,16,Pankow,100,within an hour,Yes,Yes,11,Yes,No
43,94.0,0,Friedrichshain-Kreuzberg,,,No,Yes,7,Yes,No
190,100.0,0,Friedrichshain-Kreuzberg,0,,No,Yes,2,Yes,No
41,94.0,0,Mitte,,,No,Yes,18,Yes,No
93,89.0,90,Mitte,96,within a few hours,Yes,Yes,9,No,No
30,87.0,0,Neukölln,,,Yes,Yes,4,No,No
160,98.0,88,Mitte,88,within a day,Yes,Yes,13,No,Yes
31,60.0,31,Mitte,85,within an hour,Yes,Yes,1,Yes,No
65,95.0,38,Tempelhof - Schöneberg,100,within an hour,Yes,Yes,77,Yes,No
50,98.0,90,Pankow,59,within an hour,Yes,Yes,132,No,Yes
39,90.0,15,Neukölln,100,within an hour,Yes,Yes,2,Yes,No
20,100.0,49,Pankow,100,within a few hours,Yes,Yes,2,No,No
129,98.0,0,Friedrichshain-Kreuzberg,0,within a few hours,No,Yes,24,No,No
80,100.0,0,Lichtenberg,,,No,Yes,1,No,No
18,100.0,0,Friedrichshain-Kreuzberg,,,No,Yes,1,No,No
30,89.0,61,Mitte,70,within an hour,Yes,Yes,7,No,No
80,93.0,73,Pankow,100,within an hour,Yes,Yes,42,Yes,No
35,100.0,0,Neukölln,83,within a few hours,Yes,Yes,1,No,No
75,95.0,30,Friedrichshain-Kreuzberg,80,within a day,Yes,Yes,32,No,Yes
30,99.0,0,Treptow - Köpenick,,,Yes,Yes,21,Yes,No
43,97.0,63,Pankow,100,within an hour,Yes,Yes,192,Yes,Yes
27,97.0,30,Neukölln,95,within a few hours,No,Yes,187,No,Yes
44,89.0,77,Pankow,100,within an hour,Yes,Yes,80,Yes,No
126,81.0,5,Mitte,93,within an hour,Yes,Yes,16,Yes,No
111,100.0,68,Mitte,100,within an hour,Yes,Yes,14,No,Yes
35,100.0,29,Mitte,80,within a day,Yes,Yes,7,No,Yes
99,96.0,54,Mitte,97,within an hour,Yes,Yes,52,Yes,No
165,100.0,88,Mitte,16,,Yes,Yes,3,No,No
56,98.0,89,Charlottenburg-Wilm.,67,within a few hours,No,Yes,11,No,No
48,98.0,72,Charlottenburg-Wilm.,20,within a day,Yes,Yes,48,No,No
31,100.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,3,Yes,No
90,92.0,0,Tempelhof - Schöneberg,,within an hour,Yes,Yes,5,Yes,No
48,94.0,7,Mitte,58,within an hour,Yes,Yes,16,No,Yes
70,91.0,0,Friedrichshain-Kreuzberg,,,No,Yes,13,Yes,No
79,80.0,89,Marzahn - Hellersdorf,100,,No,Yes,7,No,No
90,100.0,0,Lichtenberg,100,,No,Yes,3,Yes,No
20,100.0,0,Neukölln,18,,Yes,Yes,5,No,No
35,94.0,88,Neukölln,94,within a few hours,Yes,Yes,57,No,No
50,96.0,0,Mitte,100,,Yes,Yes,5,Yes,No
27,100.0,0,Pankow,,,Yes,Yes,3,No,No
70,85.0,9,Friedrichshain-Kreuzberg,86,within a day,Yes,Yes,4,No,No
120,98.0,0,Pankow,,,Yes,Yes,105,Yes,No
59,97.0,72,Charlottenburg-Wilm.,100,within an hour,Yes,Yes,195,No,Yes
45,93.0,87,Charlottenburg-Wilm.,50,,Yes,Yes,16,No,No
69,96.0,48,Charlottenburg-Wilm.,100,within an hour,Yes,Yes,21,No,No
54,97.0,90,Mitte,68,within an hour,Yes,Yes,27,No,No
23,95.0,60,Neukölln,70,within a day,No,Yes,33,Yes,No
30,80.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,1,No,No
67,80.0,0,Neukölln,100,within an hour,Yes,Yes,15,Yes,No
91,87.0,89,Friedrichshain-Kreuzberg,75,,Yes,Yes,28,Yes,No
100,98.0,49,Reinickendorf,100,within an hour,Yes,Yes,11,No,Yes
38,96.0,90,Mitte,80,within a few hours,Yes,Yes,67,No,Yes
77,90.0,0,Lichtenberg,100,,Yes,Yes,8,No,Yes
59,98.0,0,Charlottenburg-Wilm.,95,,No,Yes,27,No,No
70,87.0,0,Mitte,67,,Yes,Yes,3,No,No
84,97.0,0,Neukölln,100,within an hour,Yes,Yes,206,Yes,Yes
50,100.0,30,Mitte,100,within an hour,Yes,Yes,1,Yes,No
30,94.0,0,Tempelhof - Schöneberg,,,No,Yes,7,Yes,No
15,73.0,85,Treptow - Köpenick,90,within a day,No,Yes,3,No,No
39,96.0,6,Friedrichshain-Kreuzberg,100,within a few hours,Yes,Yes,45,No,No
120,96.0,89,Mitte,97,within an hour,Yes,Yes,39,No,Yes
40,100.0,0,Neukölln,50,,No,Yes,11,No,No
32,100.0,0,Tempelhof - Schöneberg,,,Yes,Yes,5,Yes,No
35,95.0,0,Friedrichshain-Kreuzberg,,,No,Yes,5,Yes,No
25,100.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,2,Yes,No
80,100.0,0,Friedrichshain-Kreuzberg,86,,No,Yes,2,No,No
62,100.0,4,Friedrichshain-Kreuzberg,97,within an hour,No,Yes,4,Yes,Yes
50,100.0,0,Pankow,100,within a day,Yes,Yes,10,No,No
165,95.0,89,Friedrichshain-Kreuzberg,50,,Yes,Yes,36,No,No
30,96.0,0,Treptow - Köpenick,89,,Yes,Yes,55,No,Yes
37,100.0,0,Mitte,33,within a day,Yes,Yes,9,No,No
80,90.0,88,Neukölln,,,No,Yes,4,No,No
23,88.0,64,Charlottenburg-Wilm.,100,within an hour,Yes,Yes,8,Yes,No
110,100.0,90,Mitte,100,within an hour,Yes,Yes,19,Yes,Yes
49,97.0,61,Mitte,100,within an hour,Yes,Yes,420,No,Yes
129,100.0,0,Tempelhof - Schöneberg,95,within an hour,Yes,Yes,4,No,No
56,99.0,0,Charlottenburg-Wilm.,100,,No,Yes,16,Yes,Yes
50,93.0,66,Pankow,81,within an hour,Yes,Yes,12,No,Yes
26,100.0,0,Reinickendorf,50,within a few hours,Yes,Yes,2,No,No
167,100.0,68,Mitte,97,within an hour,Yes,Yes,5,Yes,Yes
137,95.0,0,Tempelhof - Schöneberg,99,a few days or more,Yes,Yes,4,Yes,Yes
144,100.0,75,Pankow,87,within a few hours,Yes,Yes,2,Yes,Yes
25,100.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,1,No,No
38,76.0,0,Pankow,,,Yes,Yes,5,No,No
45,100.0,89,Charlottenburg-Wilm.,64,within an hour,No,Yes,1,Yes,No
80,94.0,55,Friedrichshain-Kreuzberg,100,within an hour,Yes,Yes,28,Yes,Yes
60,100.0,88,Tempelhof - Schöneberg,,,Yes,Yes,18,No,No
23,100.0,0,Mitte,,,Yes,Yes,5,No,No
50,100.0,0,Steglitz - Zehlendorf,,,Yes,Yes,1,Yes,No
25,90.0,0,Pankow,,,Yes,Yes,3,No,No
155,93.0,56,Tempelhof - Schöneberg,100,,Yes,Yes,22,No,Yes
120,95.0,9,Tempelhof - Schöneberg,67,within a few hours,Yes,Yes,4,No,No
25,94.0,0,Friedrichshain-Kreuzberg,,,No,Yes,7,No,No
15,100.0,0,Charlottenburg-Wilm.,,,No,Yes,1,No,No
85,96.0,30,Mitte,99,within an hour,Yes,Yes,74,No,Yes
80,96.0,84,Friedrichshain-Kreuzberg,76,within a few hours,Yes,Yes,101,No,Yes
62,88.0,59,Mitte,100,within an hour,Yes,Yes,8,No,No
20,80.0,0,Friedrichshain-Kreuzberg,,,No,Yes,1,No,No
24,96.0,0,Mitte,,,Yes,Yes,11,No,No
33,90.0,0,Neukölln,,,No,Yes,5,No,No
60,100.0,90,Neukölln,100,,Yes,Yes,2,Yes,Yes
40,100.0,0,Lichtenberg,,,Yes,Yes,5,No,No
42,100.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,2,Yes,No
25,91.0,0,Charlottenburg-Wilm.,60,,Yes,Yes,7,No,No
39,85.0,0,Mitte,46,,Yes,Yes,4,No,No
38,100.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,1,Yes,No
40,87.0,0,Pankow,,,No,Yes,3,Yes,No
50,100.0,2,Tempelhof - Schöneberg,67,,Yes,Yes,15,No,Yes
38,97.0,61,Pankow,100,within a few hours,Yes,Yes,88,Yes,Yes
45,100.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,5,Yes,No
54,93.0,1,Tempelhof - Schöneberg,96,within an hour,Yes,Yes,3,No,No
35,98.0,76,Pankow,100,within an hour,Yes,Yes,150,Yes,Yes
23,90.0,0,Reinickendorf,,,No,Yes,2,Yes,No
50,100.0,0,Neukölln,63,within a day,Yes,Yes,7,No,No
79,95.0,0,Steglitz - Zehlendorf,100,within a day,No,Yes,4,No,No
36,96.0,34,Friedrichshain-Kreuzberg,90,within a few hours,Yes,Yes,225,No,No
90,95.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,8,No,No
60,100.0,1,Tempelhof - Schöneberg,0,,No,Yes,19,No,No
39,94.0,8,Mitte,67,within a day,Yes,Yes,29,No,No
20,93.0,52,Neukölln,66,within an hour,Yes,Yes,38,No,No
50,95.0,0,Charlottenburg-Wilm.,100,,Yes,Yes,4,Yes,No
51,100.0,89,Steglitz - Zehlendorf,100,within a few hours,Yes,Yes,1,Yes,No
55,100.0,0,Charlottenburg-Wilm.,57,,No,Yes,6,No,No
65,100.0,0,Charlottenburg-Wilm.,60,,Yes,Yes,1,No,Yes
106,99.0,54,Friedrichshain-Kreuzberg,100,within an hour,Yes,Yes,138,No,Yes
150,100.0,0,Friedrichshain-Kreuzberg,50,,No,Yes,9,Yes,No
30,90.0,0,Pankow,43,within a few hours,Yes,Yes,3,No,No
86,97.0,84,Friedrichshain-Kreuzberg,100,within an hour,Yes,Yes,57,Yes,Yes
35,97.0,67,Neukölln,0,,No,Yes,7,Yes,No
40,96.0,84,Pankow,94,a few days or more,Yes,Yes,35,Yes,No
30,100.0,0,Neukölln,,,No,Yes,8,No,No
85,96.0,0,Tempelhof - Schöneberg,38,within a few hours,Yes,Yes,48,No,No
138,99.0,67,Mitte,97,within an hour,Yes,Yes,35,Yes,Yes
85,100.0,24,Tempelhof - Schöneberg,100,within an hour,Yes,Yes,2,Yes,No
50,100.0,0,Friedrichshain-Kreuzberg,71,a few days or more,Yes,Yes,2,No,No
40,97.0,0,Friedrichshain-Kreuzberg,100,,No,Yes,14,Yes,Yes
37,92.0,89,Pankow,20,,Yes,Yes,39,No,Yes
26,100.0,0,Pankow,,,Yes,Yes,2,No,No
164,100.0,87,Friedrichshain-Kreuzberg,50,,Yes,Yes,1,No,No
20,100.0,0,Charlottenburg-Wilm.,,,Yes,Yes,2,Yes,No
45,97.0,0,Pankow,97,within an hour,Yes,Yes,293,Yes,Yes
189,50.0,89,Mitte,86,a few days or more,No,Yes,4,No,No
20,80.0,0,Mitte,,,Yes,Yes,2,No,No
49,98.0,61,Mitte,91,within an hour,No,Yes,84,No,Yes
60,93.0,85,Pankow,100,within an hour,No,Yes,22,Yes,No
48,95.0,29,Pankow,100,within an hour,Yes,Yes,105,Yes,Yes
25,100.0,0,Friedrichshain-Kreuzberg,,,No,Yes,2,Yes,No
85,100.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,4,No,No
88,96.0,86,Friedrichshain-Kreuzberg,100,within an hour,Yes,Yes,16,Yes,No
79,98.0,62,Neukölln,100,within an hour,Yes,Yes,61,Yes,Yes
35,100.0,15,Neukölln,43,within a day,Yes,Yes,10,No,No
85,93.0,0,Mitte,,,Yes,Yes,8,No,No
59,99.0,87,Neukölln,68,,Yes,Yes,34,No,Yes
89,96.0,64,Friedrichshain-Kreuzberg,100,within an hour,Yes,Yes,67,Yes,Yes
50,98.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,10,No,No
30,96.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,6,Yes,No
72,98.0,0,Friedrichshain-Kreuzberg,0,a few days or more,No,Yes,14,No,No
55,87.0,86,Friedrichshain-Kreuzberg,100,within an hour,Yes,Yes,255,Yes,No
65,96.0,71,Mitte,20,within a day,Yes,Yes,36,No,No
38,95.0,83,Friedrichshain-Kreuzberg,100,within a few hours,Yes,Yes,40,Yes,Yes
60,97.0,89,Friedrichshain-Kreuzberg,43,within a day,No,Yes,7,No,No
68,92.0,84,Neukölln,100,within an hour,Yes,Yes,138,Yes,No
168,100.0,0,Charlottenburg-Wilm.,,,No,Yes,5,No,No
30,100.0,0,Mitte,60,within a few hours,Yes,Yes,2,No,No
22,84.0,0,Friedrichshain-Kreuzberg,,,No,Yes,6,No,No
30,88.0,0,Neukölln,,,Yes,Yes,6,No,No
89,93.0,76,Friedrichshain-Kreuzberg,100,within an hour,Yes,Yes,19,Yes,Yes
90,100.0,83,Neukölln,,,Yes,Yes,1,No,No
26,100.0,63,Treptow - Köpenick,75,within an hour,Yes,Yes,6,No,No
30,100.0,0,Tempelhof - Schöneberg,,,No,Yes,1,Yes,No
85,100.0,0,Pankow,,,Yes,Yes,2,No,No
85,96.0,0,Pankow,,,Yes,Yes,10,No,No
24,96.0,0,Neukölln,,,Yes,Yes,5,No,No
54,100.0,0,Charlottenburg-Wilm.,67,,No,Yes,1,Yes,No
40,72.0,85,Friedrichshain-Kreuzberg,91,within an hour,Yes,Yes,12,Yes,No
95,99.0,0,Mitte,73,,Yes,Yes,22,No,No
48,91.0,79,Mitte,100,within an hour,Yes,Yes,100,Yes,No
30,100.0,0,Mitte,89,within an hour,Yes,Yes,1,Yes,No
107,90.0,29,Mitte,100,within a few hours,Yes,Yes,113,Yes,No
55,100.0,0,Pankow,,,No,Yes,10,No,No
30,90.0,0,Tempelhof - Schöneberg,,,Yes,Yes,4,No,No
165,100.0,9,Friedrichshain-Kreuzberg,100,within an hour,Yes,Yes,5,No,No
21,100.0,0,Neukölln,,,Yes,Yes,3,No,No
35,100.0,0,Neukölln,100,,No,Yes,1,Yes,No
81,95.0,31,Pankow,,,Yes,Yes,19,No,No
65,100.0,0,Mitte,,,No,Yes,1,No,No
40,93.0,28,Lichtenberg,98,within an hour,Yes,Yes,45,No,Yes
73,100.0,0,Neukölln,,,Yes,Yes,2,No,No
45,87.0,0,Neukölln,,,Yes,Yes,3,No,No
65,100.0,88,Mitte,0,within a day,Yes,Yes,3,No,No
35,100.0,60,Neukölln,86,within an hour,Yes,Yes,1,Yes,No
61,100.0,89,Neukölln,90,within an hour,Yes,Yes,1,Yes,No
36,100.0,85,Neukölln,86,within an hour,Yes,Yes,6,Yes,No
74,97.0,62,Neukölln,100,within an hour,No,Yes,12,Yes,No
150,100.0,0,Friedrichshain-Kreuzberg,100,within a few hours,Yes,Yes,2,No,No
50,100.0,0,Neukölln,,,Yes,Yes,10,Yes,No
28,85.0,84,Mitte,95,within a few hours,No,Yes,8,Yes,No
95,100.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,3,No,No
60,90.0,71,Mitte,100,within an hour,No,Yes,5,Yes,No
30,90.0,0,Neukölln,,,Yes,Yes,2,Yes,No
60,92.0,29,Neukölln,70,within an hour,Yes,Yes,31,No,No
52,100.0,0,Pankow,,,No,Yes,5,No,No
35,96.0,89,Neukölln,27,within an hour,Yes,Yes,16,No,Yes
92,100.0,0,Pankow,,,Yes,Yes,5,No,No
129,95.0,82,Friedrichshain-Kreuzberg,68,within a few hours,Yes,Yes,8,No,No
30,100.0,0,Friedrichshain-Kreuzberg,,,No,Yes,2,No,No
85,100.0,0,Pankow,,,Yes,Yes,1,No,No
16,97.0,0,Tempelhof - Schöneberg,77,within a day,No,Yes,22,No,No
90,100.0,0,Friedrichshain-Kreuzberg,44,within a day,Yes,Yes,3,No,No
13,100.0,0,Mitte,92,,Yes,Yes,2,No,No
75,100.0,0,Neukölln,67,within a few hours,Yes,Yes,29,Yes,No
35,96.0,0,Mitte,,,Yes,Yes,24,No,No
45,97.0,79,Pankow,,,Yes,Yes,44,Yes,No
25,100.0,0,Pankow,,,Yes,Yes,1,No,No
90,98.0,51,Pankow,100,within an hour,Yes,Yes,16,Yes,No
25,100.0,88,Charlottenburg-Wilm.,80,,Yes,Yes,4,No,Yes
113,94.0,75,Friedrichshain-Kreuzberg,93,within an hour,Yes,Yes,323,No,Yes
42,100.0,0,Charlottenburg-Wilm.,,,Yes,Yes,2,Yes,No
56,98.0,87,Mitte,100,within a few hours,Yes,Yes,230,No,Yes
25,94.0,0,Neukölln,,,Yes,Yes,10,No,No
80,100.0,0,Neukölln,88,,Yes,Yes,6,Yes,No
60,98.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,8,Yes,No
89,100.0,0,Pankow,75,,Yes,Yes,5,No,No
20,77.0,2,Mitte,96,within a few hours,Yes,Yes,13,Yes,No
40,93.0,79,Lichtenberg,98,within an hour,Yes,Yes,34,No,Yes
47,100.0,0,Mitte,,,No,Yes,1,No,No
28,99.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,20,Yes,No
75,99.0,41,Neukölln,64,within a day,Yes,Yes,32,No,Yes
45,90.0,88,Friedrichshain-Kreuzberg,,,No,Yes,3,Yes,No
85,100.0,54,Mitte,33,a few days or more,Yes,Yes,2,No,No
75,99.0,0,Pankow,100,,Yes,Yes,29,No,Yes
98,86.0,90,Mitte,100,within an hour,Yes,Yes,124,Yes,No
139,99.0,72,Mitte,57,within an hour,Yes,Yes,86,No,Yes
42,95.0,28,Charlottenburg-Wilm.,100,within an hour,Yes,Yes,159,Yes,Yes
140,94.0,0,Friedrichshain-Kreuzberg,,,No,Yes,7,Yes,No
150,94.0,0,Mitte,70,,Yes,Yes,16,No,No
30,91.0,0,Mitte,,,Yes,Yes,14,No,No
154,100.0,87,Pankow,,,Yes,Yes,1,No,No
60,90.0,88,Neukölln,0,within a day,No,Yes,21,No,No
130,96.0,66,Mitte,99,within an hour,Yes,Yes,132,Yes,No
38,91.0,49,Reinickendorf,100,within an hour,Yes,Yes,242,Yes,No
79,100.0,0,Lichtenberg,,,Yes,Yes,4,No,No
68,79.0,89,Marzahn - Hellersdorf,100,,No,Yes,28,No,No
125,93.0,86,Friedrichshain-Kreuzberg,99,within an hour,Yes,Yes,8,Yes,Yes
40,60.0,0,Charlottenburg-Wilm.,,,Yes,Yes,1,Yes,No
97,100.0,0,Charlottenburg-Wilm.,100,,Yes,Yes,9,Yes,No
40,84.0,74,Mitte,100,within an hour,No,Yes,9,No,No
35,90.0,0,Neukölln,,,Yes,Yes,4,No,No
20,100.0,1,Mitte,100,within an hour,Yes,Yes,2,No,No
114,100.0,89,Mitte,100,within an hour,Yes,Yes,2,Yes,No
23,100.0,0,Neukölln,100,,No,Yes,2,Yes,No
34,90.0,87,Charlottenburg-Wilm.,100,within an hour,Yes,Yes,350,Yes,No
52,97.0,53,Pankow,100,within an hour,Yes,Yes,97,Yes,Yes
70,100.0,42,Friedrichshain-Kreuzberg,100,,No,Yes,3,No,No
225,89.0,53,Tempelhof - Schöneberg,97,within a few hours,Yes,Yes,44,Yes,No
66,91.0,0,Pankow,,,Yes,Yes,13,Yes,No
210,99.0,0,Pankow,33,,No,Yes,17,No,No
12,76.0,89,Mitte,72,within a day,Yes,Yes,10,No,No
31,87.0,6,Friedrichshain-Kreuzberg,44,within a day,Yes,Yes,3,No,No
22,89.0,0,Mitte,,,No,Yes,11,No,No
35,96.0,5,Neukölln,,,Yes,Yes,10,Yes,Yes
50,100.0,0,Neukölln,83,,No,Yes,8,No,No
79,98.0,53,Friedrichshain-Kreuzberg,100,within an hour,Yes,Yes,109,Yes,Yes
50,98.0,0,Treptow - Köpenick,100,within a few hours,Yes,Yes,47,No,Yes
17,80.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,4,No,No
54,98.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,9,No,No
39,98.0,0,Neukölln,0,,Yes,Yes,38,No,No
32,96.0,71,Neukölln,87,within an hour,Yes,Yes,82,No,No
65,93.0,75,Treptow - Köpenick,43,within a day,Yes,Yes,6,No,No
39,96.0,14,Steglitz - Zehlendorf,83,,Yes,Yes,23,No,Yes
60,100.0,29,Friedrichshain-Kreuzberg,75,within a few hours,Yes,Yes,1,No,No
59,98.0,33,Mitte,100,within an hour,Yes,Yes,8,Yes,Yes
231,100.0,80,Mitte,97,within an hour,Yes,Yes,15,Yes,No
33,100.0,0,Reinickendorf,74,within an hour,No,Yes,1,Yes,No
66,96.0,59,Friedrichshain-Kreuzberg,50,within a few hours,Yes,Yes,25,Yes,No
20,92.0,0,Mitte,,,Yes,Yes,5,No,No
19,100.0,0,Lichtenberg,,,No,Yes,3,Yes,No
153,100.0,88,Pankow,100,,No,Yes,3,No,No
59,94.0,67,Neukölln,96,within an hour,Yes,Yes,55,Yes,No
50,98.0,0,Friedrichshain-Kreuzberg,100,within an hour,Yes,Yes,9,No,No
25,100.0,0,Friedrichshain-Kreuzberg,78,within an hour,No,Yes,6,No,No
30,100.0,29,Tempelhof - Schöneberg,100,within a day,No,Yes,1,Yes,No
60,100.0,0,Mitte,,within a day,Yes,Yes,7,No,No
19,100.0,0,Lichtenberg,40,,Yes,Yes,2,No,No
106,100.0,0,Pankow,,,Yes,Yes,4,No,No
27,60.0,60,Friedrichshain-Kreuzberg,78,within a few hours,Yes,Yes,3,No,No
50,60.0,0,Pankow,,,No,Yes,2,No,No
150,95.0,0,Pankow,100,,Yes,Yes,4,No,No
117,97.0,83,Pankow,100,within an hour,Yes,Yes,102,Yes,Yes
95,97.0,89,Friedrichshain-Kreuzberg,100,within a few hours,No,Yes,51,No,Yes
40,100.0,0,Tempelhof - Schöneberg,,,Yes,Yes,3,No,No
30,93.0,83,Pankow,67,within an hour,Yes,Yes,6,No,No
21,98.0,0,Friedrichshain-Kreuzberg,100,within an hour,Yes,Yes,64,Yes,Yes
22,90.0,0,Neukölln,,,No,Yes,3,No,No
89,98.0,89,Friedrichshain-Kreuzberg,100,within a few hours,Yes,Yes,13,No,Yes
307,93.0,0,Mitte,98,within an hour,Yes,Yes,9,Yes,Yes
45,100.0,0,Mitte,,,No,Yes,2,Yes,No
45,96.0,38,Tempelhof - Schöneberg,97,within an hour,Yes,Yes,255,Yes,Yes
60,89.0,90,Pankow,15,a few days or more,Yes,Yes,15,No,No
35,100.0,0,Friedrichshain-Kreuzberg,88,within a few hours,No,Yes,1,Yes,No
80,95.0,84,Friedrichshain-Kreuzberg,100,within an hour,Yes,Yes,134,No,Yes
128,97.0,0,Mitte,100,,Yes,Yes,6,No,No
69,100.0,0,Pankow,100,,No,Yes,5,Yes,No
60,100.0,0,Mitte,,,Yes,Yes,2,No,No
90,75.0,90,Charlottenburg-Wilm.,100,a few days or more,No,Yes,8,No,No
23,100.0,0,Mitte,58,,No,Yes,1,No,No
200,100.0,89,Friedrichshain-Kreuzberg,,,Yes,Yes,2,No,No
27,100.0,0,Mitte,0,,No,Yes,8,No,No
130,93.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,3,No,No
69,100.0,0,Treptow - Köpenick,33,within an hour,Yes,Yes,3,No,No
36,100.0,0,Mitte,,,Yes,Yes,4,No,No
231,93.0,62,Mitte,100,within an hour,Yes,Yes,70,Yes,No
35,97.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,14,Yes,No
40,100.0,0,Mitte,,,No,Yes,1,No,No
35,92.0,0,Neukölln,33,,Yes,Yes,6,No,No
79,100.0,64,Pankow,100,within a few hours,Yes,Yes,1,Yes,No
106,94.0,42,Mitte,40,,Yes,Yes,38,No,No
42,100.0,0,Mitte,100,,Yes,Yes,1,No,No
200,96.0,90,Pankow,96,within a day,Yes,Yes,20,Yes,Yes
55,99.0,59,Neukölln,67,within a day,Yes,Yes,39,No,Yes
41,96.0,0,Neukölln,,,No,Yes,10,No,No
75,90.0,17,Pankow,60,a few days or more,Yes,Yes,6,No,No
