availability_365,date,price
0-50,2020-09-01,56.108753011357116
0-50,2020-09-02,56.13272914993691
0-50,2020-09-03,56.31708156475852
0-50,2020-09-04,57.56234943214409
0-50,2020-09-05,57.85866697258231
0-50,2020-09-06,56.82792245038431
0-50,2020-09-07,56.51393828151887
0-50,2020-09-08,56.47619593896983
0-50,2020-09-09,56.48652059194677
0-50,2020-09-10,56.44797522083285
0-50,2020-09-11,57.44143627394746
0-50,2020-09-12,57.4616267064357
0-50,2020-09-13,56.470460020649305
0-50,2020-09-14,56.455202477916714
0-50,2020-09-15,56.45589078811518
0-50,2020-09-16,56.490421016404724
0-50,2020-09-17,56.549042101640474
0-50,2020-09-18,57.52059194677068
0-50,2020-09-19,57.56567626476999
0-50,2020-09-20,56.58024549730412
0-50,2020-09-21,56.68773660663072
0-50,2020-09-22,56.793621658827576
0-50,2020-09-23,56.92027073534473
0-50,2020-09-24,57.239990822530686
0-50,2020-09-25,58.59274979924286
0-50,2020-09-26,58.659171733394516
0-50,2020-09-27,57.41195365377997
0-50,2020-09-28,56.89331191923827
0-50,2020-09-29,56.77400481817139
0-50,2020-09-30,56.686704141333024
0-50,2020-10-01,56.645061374326026
0-50,2020-10-02,57.63496615808191
0-50,2020-10-03,57.673282092463005
0-50,2020-10-04,56.648388206951935
0-50,2020-10-05,56.58299873809797
0-50,2020-10-06,56.58357232993002
0-50,2020-10-07,56.57818056670873
0-50,2020-10-08,56.66020419869221
0-50,2020-10-09,57.60754846850981
0-50,2020-10-10,57.63829299070781
0-50,2020-10-11,56.653206378341174
0-50,2020-10-12,56.62188826431112
0-50,2020-10-13,56.62188826431112
0-50,2020-10-14,56.60261557875416
0-50,2020-10-15,56.62865664792933
0-50,2020-10-16,57.623953194906505
0-50,2020-10-17,57.655386027302974
0-50,2020-10-18,56.622232419410345
0-50,2020-10-19,56.54628886084662
0-50,2020-10-20,56.56269358724332
0-50,2020-10-21,56.567397040266144
0-50,2020-10-22,56.58781690948721
0-50,2020-10-23,57.55867844441895
0-50,2020-10-24,57.54445336698405
0-50,2020-10-25,56.54445336698405
0-50,2020-10-26,56.64161982333371
0-50,2020-10-27,56.653206378341174
0-50,2020-10-28,56.661810255821955
0-50,2020-10-29,56.690719284157396
0-50,2020-10-30,57.610875301135714
0-50,2020-10-31,57.64494665595962
0-50,2020-11-01,55.942181943329125
0-50,2020-11-02,55.8005047608122
0-50,2020-11-03,55.807158426064014
0-50,2020-11-04,55.80933807502581
0-50,2020-11-05,55.81817138923942
0-50,2020-11-06,56.756567626477
0-50,2020-11-07,56.776872777331654
0-50,2020-11-08,55.80933807502581
0-50,2020-11-09,55.765515659057016
0-50,2020-11-10,55.78192038545371
0-50,2020-11-11,55.77652862223242
0-50,2020-11-12,55.78926236090398
0-50,2020-11-13,56.72031662269129
0-50,2020-11-14,56.73649191235517
0-50,2020-11-15,55.78203510382012
0-50,2020-11-16,55.74681656533211
0-50,2020-11-17,55.75507628771366
0-50,2020-11-18,55.75805896524034
0-50,2020-11-19,55.783297005850635
0-50,2020-11-20,56.73924515314902
0-50,2020-11-21,56.74578410003441
0-50,2020-11-22,55.81564758517839
0-50,2020-11-23,55.784444189514744
0-50,2020-11-24,55.8058965240335
0-50,2020-11-25,55.819662728002754
0-50,2020-11-26,55.85901112768154
0-50,2020-11-27,56.80761729952965
0-50,2020-11-28,56.80084891591144
0-50,2020-11-29,55.84226224618561
0-50,2020-11-30,55.78570609154526
0-50,2020-12-01,55.82872547894918
0-50,2020-12-02,55.81931857290352
0-50,2020-12-03,55.834346678903295
0-50,2020-12-04,56.78639440174372
0-50,2020-12-05,56.82906963404841
0-50,2020-12-06,55.87908684180337
0-50,2020-12-07,55.822874842262244
0-50,2020-12-08,55.82849604221636
0-50,2020-12-09,55.83033153607892
0-50,2020-12-10,55.8520133073305
0-50,2020-12-11,56.80956751175863
0-50,2020-12-12,56.85075140529999
0-50,2020-12-13,55.92887461282551
0-50,2020-12-14,55.88229895606287
0-50,2020-12-15,55.896179878398534
0-50,2020-12-16,55.921188482276015
0-50,2020-12-17,55.93587243317655
0-50,2020-12-18,56.961684065618904
0-50,2020-12-19,57.03636572215212
0-50,2020-12-20,56.08684180337272
0-50,2020-12-21,56.11873350923483
0-50,2020-12-22,56.20270735344729
0-50,2020-12-23,56.4363886658254
0-50,2020-12-24,56.6348514397155
0-50,2020-12-25,57.585981415624644
0-50,2020-12-26,57.83629689113227
0-50,2020-12-27,57.37891476425376
0-50,2020-12-28,57.6381782723414
0-50,2020-12-29,58.01640472639669
0-50,2020-12-30,58.540323505793275
0-50,2020-12-31,58.95973385338993
0-50,2021-01-01,58.621314672479066
0-50,2021-01-02,58.28105999770563
0-50,2021-01-03,57.117930480669955
0-50,2021-01-04,56.77710221406447
0-50,2021-01-05,56.70655041872204
0-50,2021-01-06,56.67029941493633
0-50,2021-01-07,56.72031662269129
0-50,2021-01-08,57.64460250086039
0-50,2021-01-09,57.67247906389813
0-50,2021-01-10,56.69565217391305
0-50,2021-01-11,56.66158081908914
0-50,2021-01-12,56.658712859928876
0-50,2021-01-13,56.63393369278422
0-50,2021-01-14,56.98852816335896
0-50,2021-01-15,57.921188482276015
0-50,2021-01-16,57.93254560055065
0-50,2021-01-17,56.98428358380177
0-50,2021-01-18,56.95652173913044
0-50,2021-01-19,56.966158081908915
0-50,2021-01-20,56.96741998393943
0-50,2021-01-21,57.000917746931286
0-50,2021-01-22,57.91212573132959
0-50,2021-01-23,57.93610186990937
0-50,2021-01-24,57.003441550992314
0-50,2021-01-25,56.98221865320638
0-50,2021-01-26,56.99414936331306
0-50,2021-01-27,56.99174027761845
0-50,2021-01-28,57.01640472639669
0-50,2021-01-29,57.94241138006195
0-50,2021-01-30,57.978662383847656
0-50,2021-01-31,57.07215785247218
0-50,2021-02-01,57.015486979465415
0-50,2021-02-02,57.234140185843756
0-50,2021-02-03,57.22943673282092
0-50,2021-02-04,57.32958586669726
0-50,2021-02-05,58.05495009751061
0-50,2021-02-06,58.045313754732135
0-50,2021-02-07,57.02374670184697
0-50,2021-02-08,56.97889182058047
0-50,2021-02-09,57.01296317540438
0-50,2021-02-10,57.049099460823676
0-50,2021-02-11,57.08397384421246
0-50,2021-02-12,58.04887002409086
0-50,2021-02-13,58.05655615464036
0-50,2021-02-14,57.110932660318916
0-50,2021-02-15,57.07422278306757
0-50,2021-02-16,57.08580933807502
0-50,2021-02-17,57.11047378685328
0-50,2021-02-18,57.13341746013537
0-50,2021-02-19,58.06114488929678
0-50,2021-02-20,58.09510152575427
0-50,2021-02-21,57.09819892164735
0-50,2021-02-22,57.08202363198348
0-50,2021-02-23,57.10921188482276
0-50,2021-02-24,57.11586555007457
0-50,2021-02-25,57.149478031432835
0-50,2021-02-26,58.18228748422622
0-50,2021-02-27,58.26568773660663
0-50,2021-02-28,57.31386945049903
0-50,2021-03-01,57.304003670987726
0-50,2021-03-02,57.319605368819545
0-50,2021-03-03,57.33612481358266
0-50,2021-03-04,57.36170700929219
0-50,2021-03-05,58.2884019731559
0-50,2021-03-06,58.32637375243777
0-50,2021-03-07,57.36709877251348
0-50,2021-03-08,57.39451646208558
0-50,2021-03-09,57.60456579098314
0-50,2021-03-10,57.635883905013195
0-50,2021-03-11,57.6984054147069
0-50,2021-03-12,58.4912240449696
0-50,2021-03-13,58.43902718825284
0-50,2021-03-14,57.4440747963749
0-50,2021-03-15,57.38075025811632
0-50,2021-03-16,57.370196168406565
0-50,2021-03-17,57.414592176207414
0-50,2021-03-18,57.45015486979465
0-50,2021-03-19,58.378226454055294
0-50,2021-03-20,58.44396007800849
0-50,2021-03-21,57.47929333486291
0-50,2021-03-22,57.448663531031315
0-50,2021-03-23,57.45898818400826
0-50,2021-03-24,57.4813582654583
0-50,2021-03-25,57.52885166915223
0-50,2021-03-26,58.457382126878514
0-50,2021-03-27,58.52713089365607
0-50,2021-03-28,57.518182861076056
0-50,2021-03-29,57.50269588161065
0-50,2021-03-30,57.53160490994608
0-50,2021-03-31,57.51795342434324
0-50,2021-04-01,57.501892853045774
0-50,2021-04-02,58.59274979924286
0-50,2021-04-03,58.638063553974995
0-50,2021-04-04,57.685671676035334
0-50,2021-04-05,57.50866123666399
0-50,2021-04-06,57.49351841229781
0-50,2021-04-07,57.537570264999424
0-50,2021-04-08,57.565332109670756
0-50,2021-04-09,58.56407020764024
0-50,2021-04-10,58.62142939084548
0-50,2021-04-11,57.58632557072387
0-50,2021-04-12,57.57955718710566
0-50,2021-04-13,57.588734656418495
0-50,2021-04-14,57.5602845015487
0-50,2021-04-15,57.55420442812894
0-50,2021-04-16,58.51084088562579
0-50,2021-04-17,58.52621314672479
0-50,2021-04-18,57.559366754617415
0-50,2021-04-19,57.55340139956407
0-50,2021-04-20,57.60066536652518
0-50,2021-04-21,57.58368704829643
0-50,2021-04-22,57.61752896638752
0-50,2021-04-23,58.59079958701388
0-50,2021-04-24,58.66479293334863
0-50,2021-04-25,57.74658712859929
0-50,2021-04-26,58.100149133876336
0-50,2021-04-27,58.27784788344614
0-50,2021-04-28,58.31949065045314
0-50,2021-04-29,58.27704485488127
0-50,2021-04-30,58.96260181255019
0-50,2021-05-01,58.81679476884249
0-50,2021-05-02,57.770448548812666
0-50,2021-05-03,57.825513364689684
0-50,2021-05-04,57.76310657336239
0-50,2021-05-05,57.776299185499596
0-50,2021-05-06,57.81277962601813
0-50,2021-05-07,58.768613054950094
0-50,2021-05-08,58.77767580589652
0-50,2021-05-09,57.77366066307216
0-50,2021-05-10,57.78891820580475
0-50,2021-05-11,57.8037168750717
0-50,2021-05-12,57.8980153722611
0-50,2021-05-13,58.026844097740046
0-50,2021-05-14,58.976368016519444
0-50,2021-05-15,59.00871859584719
0-50,2021-05-16,57.909143053802914
0-50,2021-05-17,57.869106343925665
0-50,2021-05-18,57.8804634622003
0-50,2021-05-19,57.89480325800161
0-50,2021-05-20,57.93277503728347
0-50,2021-05-21,59.027991281404155
0-50,2021-05-22,59.125616611219456
0-50,2021-05-23,58.02546747734312
0-50,2021-05-24,57.916255592520365
0-50,2021-05-25,57.90604565790983
0-50,2021-05-26,57.94527933922221
0-50,2021-05-27,57.9648961798784
0-50,2021-05-28,58.953653779970175
0-50,2021-05-29,58.99759091430538
0-50,2021-05-30,57.9517035677412
0-50,2021-05-31,57.987839853160494
0-50,2021-06-01,57.969370196168406
0-50,2021-06-02,57.9978203510382
0-50,2021-06-03,58.10611448892968
0-50,2021-06-04,59.14488929677641
0-50,2021-06-05,59.23746701846966
0-50,2021-06-06,58.109785476654814
0-50,2021-06-07,58.02294367328209
0-50,2021-06-08,57.98634851439716
0-50,2021-06-09,57.956865894229665
0-50,2021-06-10,57.97613857978662
0-50,2021-06-11,58.92566249856602
0-50,2021-06-12,58.95996329012275
0-50,2021-06-13,57.944361592290925
0-50,2021-06-14,57.958471951359414
0-50,2021-06-15,57.95755420442813
0-50,2021-06-16,57.95548927383274
0-50,2021-06-17,57.98531604909946
0-50,2021-06-18,58.93598715154296
0-50,2021-06-19,58.96065160032121
0-50,2021-06-20,57.98474245726741
0-50,2021-06-21,57.968911322702766
0-50,2021-06-22,57.999082253068714
0-50,2021-06-23,57.95560399219915
0-50,2021-06-24,57.981874498107146
0-50,2021-06-25,59.35505334404038
0-50,2021-06-26,59.36652518068143
0-50,2021-06-27,58.13777675805896
0-50,2021-06-28,57.930939543420905
0-50,2021-06-29,57.93220144545142
0-50,2021-06-30,57.93059538832167
0-50,2021-07-01,58.11047378685328
0-50,2021-07-02,59.26809682230125
0-50,2021-07-03,59.201445451416774
0-50,2021-07-04,57.90008030285649
0-50,2021-07-05,57.73534472869106
0-50,2021-07-06,57.743145577606974
0-50,2021-07-07,57.764942067224965
0-50,2021-07-08,57.91051967419984
0-50,2021-07-09,59.0120454284731
0-50,2021-07-10,59.026729379373634
0-50,2021-07-11,57.850636686933576
0-50,2021-07-12,57.72788803487438
0-50,2021-07-13,57.716072043134105
0-50,2021-07-14,57.73442698175978
0-50,2021-07-15,57.83721463806356
0-50,2021-07-16,58.946541241252724
0-50,2021-07-17,58.98864288172536
0-50,2021-07-18,57.82367787082712
0-50,2021-07-19,57.713433520706666
0-50,2021-07-20,57.72020190432488
0-50,2021-07-21,57.73545944705747
0-50,2021-07-22,57.8618790868418
0-50,2021-07-23,59.02122289778593
0-50,2021-07-24,59.010668808076176
0-50,2021-07-25,57.82884019731559
0-50,2021-07-26,57.71423654927154
0-50,2021-07-27,57.71102443501204
0-50,2021-07-28,57.715613169668465
0-50,2021-07-29,57.83423196053688
0-50,2021-07-30,58.96914075943558
0-50,2021-07-31,58.9879545715269
0-50,2021-08-01,58.008374440747964
0-50,2021-08-02,57.90730755994035
0-50,2021-08-03,57.91740277618447
0-50,2021-08-04,57.90765171503958
0-50,2021-08-05,58.03154755076288
0-50,2021-08-06,59.17242170471493
0-50,2021-08-07,59.177584031203395
0-50,2021-08-08,57.98141562464151
0-50,2021-08-09,57.86509120110129
0-50,2021-08-10,57.87323620511644
0-50,2021-08-11,57.86050246644488
0-50,2021-08-12,57.99759091430538
0-50,2021-08-13,59.12630492141792
0-50,2021-08-14,59.145118733509236
0-50,2021-08-15,57.961225192153265
0-50,2021-08-16,57.84386830331536
0-50,2021-08-17,57.84386830331536
0-50,2021-08-18,57.84501548697946
0-50,2021-08-19,57.97579442468739
0-50,2021-08-20,59.111965125616614
0-50,2021-08-21,59.132040839738444
0-50,2021-08-22,57.937249053573474
0-50,2021-08-23,57.993231616381784
0-50,2021-08-24,57.99770563267179
0-50,2021-08-25,57.99300217964896
0-50,2021-08-26,58.113571182746355
0-50,2021-08-27,59.26580245497304
0-50,2021-08-28,59.286566479293334
0-50,2021-08-29,58.08798898703682
51-100,2020-09-01,72.08610271903324
51-100,2020-09-02,71.67774420946627
51-100,2020-09-03,72.39425981873111
51-100,2020-09-04,75.58106747230615
51-100,2020-09-05,76.17270896273918
51-100,2020-09-06,74.1012084592145
51-100,2020-09-07,72.75730110775427
51-100,2020-09-08,72.90684793554884
51-100,2020-09-09,72.95317220543807
51-100,2020-09-10,73.17170191339376
51-100,2020-09-11,75.50906344410876
51-100,2020-09-12,75.28298086606243
51-100,2020-09-13,73.10825780463243
51-100,2020-09-14,72.83987915407855
51-100,2020-09-15,73.04330312185297
51-100,2020-09-16,73.09214501510574
51-100,2020-09-17,73.43403826787512
51-100,2020-09-18,75.89526686807653
51-100,2020-09-19,75.93655589123867
51-100,2020-09-20,73.49697885196375
51-100,2020-09-21,73.70140986908359
51-100,2020-09-22,73.79053373615307
51-100,2020-09-23,73.8429003021148
51-100,2020-09-24,75.42547834843907
51-100,2020-09-25,78.53877139979859
51-100,2020-09-26,78.54632426988923
51-100,2020-09-27,74.64803625377644
51-100,2020-09-28,73.6460221550856
51-100,2020-09-29,73.71198388721048
51-100,2020-09-30,73.5785498489426
51-100,2020-10-01,74.75377643504531
51-100,2020-10-02,77.05740181268882
51-100,2020-10-03,77.10322255790534
51-100,2020-10-04,74.69184290030212
51-100,2020-10-05,74.2074521651561
51-100,2020-10-06,74.66465256797584
51-100,2020-10-07,74.59969788519638
51-100,2020-10-08,74.94159113796576
51-100,2020-10-09,76.73514602215509
51-100,2020-10-10,76.97482376636455
51-100,2020-10-11,74.82527693856998
51-100,2020-10-12,74.69687814702921
51-100,2020-10-13,74.80563947633433
51-100,2020-10-14,74.85095669687814
51-100,2020-10-15,75.23867069486406
51-100,2020-10-16,77.11732124874119
51-100,2020-10-17,77.22608257804633
51-100,2020-10-18,74.18378650553878
51-100,2020-10-19,74.00050352467271
51-100,2020-10-20,74.14954682779457
51-100,2020-10-21,74.1455186304129
51-100,2020-10-22,74.57754279959718
51-100,2020-10-23,76.60775427995972
51-100,2020-10-24,77.63897280966768
51-100,2020-10-25,75.3821752265861
51-100,2020-10-26,75.1515609264854
51-100,2020-10-27,75.30060422960725
51-100,2020-10-28,75.31419939577039
51-100,2020-10-29,74.68580060422961
51-100,2020-10-30,76.8937562940584
51-100,2020-10-31,77.0166163141994
51-100,2020-11-01,74.25075528700906
51-100,2020-11-02,74.0448136958711
51-100,2020-11-03,74.24773413897282
51-100,2020-11-04,74.230110775428
51-100,2020-11-05,74.49899295065458
51-100,2020-11-06,76.7588116817724
51-100,2020-11-07,76.89677744209466
51-100,2020-11-08,74.51913393756294
51-100,2020-11-09,74.24169184290031
51-100,2020-11-10,74.3600201409869
51-100,2020-11-11,74.36656596173212
51-100,2020-11-12,74.61732124874119
51-100,2020-11-13,76.93152064451158
51-100,2020-11-14,76.94612286002014
51-100,2020-11-15,74.49043303121853
51-100,2020-11-16,74.2703927492447
51-100,2020-11-17,74.37462235649546
51-100,2020-11-18,74.41842900302115
51-100,2020-11-19,74.65659617321249
51-100,2020-11-20,76.91641490433031
51-100,2020-11-21,76.9773413897281
51-100,2020-11-22,74.60574018126889
51-100,2020-11-23,74.33635448136958
51-100,2020-11-24,74.46273917421954
51-100,2020-11-25,74.44461228600201
51-100,2020-11-26,74.68781470292045
51-100,2020-11-27,77.02618328298087
51-100,2020-11-28,77.08459214501511
51-100,2020-11-29,74.65609264853978
51-100,2020-11-30,74.36203423967774
51-100,2020-12-01,74.7185297079557
51-100,2020-12-02,74.83534743202416
51-100,2020-12-03,75.03524672708963
51-100,2020-12-04,77.25025176233635
51-100,2020-12-05,77.28600201409868
51-100,2020-12-06,75.03726082578046
51-100,2020-12-07,74.74622356495469
51-100,2020-12-08,74.82980866062437
51-100,2020-12-09,74.84944612286002
51-100,2020-12-10,75.09617321248741
51-100,2020-12-11,77.35146022155085
51-100,2020-12-12,77.40886203423968
51-100,2020-12-13,75.1012084592145
51-100,2020-12-14,74.89728096676737
51-100,2020-12-15,74.95619335347432
51-100,2020-12-16,74.97583081570997
51-100,2020-12-17,75.17472306143002
51-100,2020-12-18,77.68429003021149
51-100,2020-12-19,77.76183282980865
51-100,2020-12-20,75.52618328298087
51-100,2020-12-21,75.59466263846929
51-100,2020-12-22,75.84189325276938
51-100,2020-12-23,76.16666666666667
51-100,2020-12-24,76.68227593152065
51-100,2020-12-25,79.0115810674723
51-100,2020-12-26,79.58559919436053
51-100,2020-12-27,77.60926485397785
51-100,2020-12-28,77.68026183282981
51-100,2020-12-29,79.70241691842901
51-100,2020-12-30,81.60322255790534
51-100,2020-12-31,82.49244712990937
51-100,2021-01-01,81.90382678751259
51-100,2021-01-02,81.07653575025176
51-100,2021-01-03,78.3766364551863
51-100,2021-01-04,77.78499496475327
51-100,2021-01-05,77.62487411883183
51-100,2021-01-06,77.55941591137966
51-100,2021-01-07,77.58207452165156
51-100,2021-01-08,79.35498489425981
51-100,2021-01-09,79.32729103726082
51-100,2021-01-10,77.53222557905337
51-100,2021-01-11,77.48489425981873
51-100,2021-01-12,77.31218529707955
51-100,2021-01-13,77.28600201409868
51-100,2021-01-14,77.34994964753272
51-100,2021-01-15,79.19889224572005
51-100,2021-01-16,79.21248741188319
51-100,2021-01-17,77.3655589123867
51-100,2021-01-18,77.23413897280967
51-100,2021-01-19,77.28247734138972
51-100,2021-01-20,77.29859013091641
51-100,2021-01-21,77.34088620342396
51-100,2021-01-22,79.1852970795569
51-100,2021-01-23,79.11480362537765
51-100,2021-01-24,77.09063444108762
51-100,2021-01-25,77.24269889224573
51-100,2021-01-26,77.29405840886203
51-100,2021-01-27,77.30513595166163
51-100,2021-01-28,77.37009063444108
51-100,2021-01-29,79.24420946626385
51-100,2021-01-30,79.26032225579053
51-100,2021-01-31,77.31268882175226
51-100,2021-02-01,77.51963746223565
51-100,2021-02-02,78.01611278952669
51-100,2021-02-03,78.06998992950655
51-100,2021-02-04,78.06294058408862
51-100,2021-02-05,79.53323262839879
51-100,2021-02-06,79.25276938569989
51-100,2021-02-07,77.46576032225579
51-100,2021-02-08,77.1847935548842
51-100,2021-02-09,77.23212487411884
51-100,2021-02-10,77.28499496475327
51-100,2021-02-11,77.33987915407855
51-100,2021-02-12,79.25830815709969
51-100,2021-02-13,79.269889224572
51-100,2021-02-14,77.34088620342396
51-100,2021-02-15,77.26334340382678
51-100,2021-02-16,77.3262839879154
51-100,2021-02-17,77.33937562940584
51-100,2021-02-18,77.7925478348439
51-100,2021-02-19,79.64702920443102
51-100,2021-02-20,79.68227593152065
51-100,2021-02-21,77.75478348439073
51-100,2021-02-22,77.88721047331319
51-100,2021-02-23,77.94108761329305
51-100,2021-02-24,77.93756294058409
51-100,2021-02-25,78.00755287009063
51-100,2021-02-26,79.82779456193353
51-100,2021-02-27,80.16112789526687
51-100,2021-02-28,78.24320241691844
51-100,2021-03-01,78.37361530715005
51-100,2021-03-02,77.23615307150051
51-100,2021-03-03,77.26787512588116
51-100,2021-03-04,77.3257804632427
51-100,2021-03-05,79.26183282980865
51-100,2021-03-06,79.28851963746223
51-100,2021-03-07,77.32175226586102
51-100,2021-03-08,77.35146022155085
51-100,2021-03-09,77.50503524672709
51-100,2021-03-10,77.54632426988923
51-100,2021-03-11,77.66364551863042
51-100,2021-03-12,79.25025176233635
51-100,2021-03-13,79.34390735146022
51-100,2021-03-14,77.33081570996978
51-100,2021-03-15,77.33635448136958
51-100,2021-03-16,77.25176233635447
51-100,2021-03-17,77.31017119838872
51-100,2021-03-18,77.32175226586102
51-100,2021-03-19,79.1510574018127
51-100,2021-03-20,79.1852970795569
51-100,2021-03-21,77.24924471299094
51-100,2021-03-22,77.13141993957704
51-100,2021-03-23,77.22004028197382
51-100,2021-03-24,77.21651560926486
51-100,2021-03-25,77.34390735146022
51-100,2021-03-26,79.03625377643505
51-100,2021-03-27,79.23313192346426
51-100,2021-03-28,77.3202416918429
51-100,2021-03-29,77.3766364551863
51-100,2021-03-30,77.46424974823766
51-100,2021-03-31,77.4269889224572
51-100,2021-04-01,77.40634441087613
51-100,2021-04-02,79.2703927492447
51-100,2021-04-03,79.38167170191339
51-100,2021-04-04,77.47532729103726
51-100,2021-04-05,77.39174219536757
51-100,2021-04-06,77.44259818731118
51-100,2021-04-07,77.46173212487412
51-100,2021-04-08,77.54632426988923
51-100,2021-04-09,79.30765357502517
51-100,2021-04-10,79.40634441087613
51-100,2021-04-11,77.47129909365559
51-100,2021-04-12,77.41188318227593
51-100,2021-04-13,77.5115810674723
51-100,2021-04-14,77.45921450151057
51-100,2021-04-15,77.39778449144008
51-100,2021-04-16,79.07703927492447
51-100,2021-04-17,79.23363544813697
51-100,2021-04-18,77.29003021148036
51-100,2021-04-19,77.32124874118831
51-100,2021-04-20,77.45669687814703
51-100,2021-04-21,77.46525679758308
51-100,2021-04-22,77.57955689828802
51-100,2021-04-23,79.28298086606243
51-100,2021-04-24,79.45266868076536
51-100,2021-04-25,77.47079556898288
51-100,2021-04-26,77.9441087613293
51-100,2021-04-27,78.21752265861028
51-100,2021-04-28,78.3152064451158
51-100,2021-04-29,78.3710976837865
51-100,2021-04-30,79.93907351460221
51-100,2021-05-01,80.269889224572
51-100,2021-05-02,78.04632426988923
51-100,2021-05-03,77.9436052366566
51-100,2021-05-04,78.0110775427996
51-100,2021-05-05,77.89627391742195
51-100,2021-05-06,78.05236656596173
51-100,2021-05-07,79.78197381671701
51-100,2021-05-08,79.7980866062437
51-100,2021-05-09,77.78348439073514
51-100,2021-05-10,78.00906344410876
51-100,2021-05-11,78.11631419939577
51-100,2021-05-12,78.25276938569989
51-100,2021-05-13,78.56596173212488
51-100,2021-05-14,80.29959718026183
51-100,2021-05-15,80.32779456193353
51-100,2021-05-16,78.05740181268882
51-100,2021-05-17,78.05991943605237
51-100,2021-05-18,78.1852970795569
51-100,2021-05-19,78.25579053373615
51-100,2021-05-20,78.33836858006042
51-100,2021-05-21,80.4491440080564
51-100,2021-05-22,80.7190332326284
51-100,2021-05-23,78.2532729103726
51-100,2021-05-24,78.15206445115811
51-100,2021-05-25,78.23816717019135
51-100,2021-05-26,78.26082578046324
51-100,2021-05-27,78.37915407854985
51-100,2021-05-28,80.18630412890232
51-100,2021-05-29,80.28902316213494
51-100,2021-05-30,78.095166163142
51-100,2021-05-31,78.1963746223565
51-100,2021-06-01,78.19486404833837
51-100,2021-06-02,78.2870090634441
51-100,2021-06-03,78.53222557905337
51-100,2021-06-04,80.34592145015105
51-100,2021-06-05,80.53172205438067
51-100,2021-06-06,78.3147029204431
51-100,2021-06-07,78.30110775427995
51-100,2021-06-08,78.34541792547834
51-100,2021-06-09,78.34038267875125
51-100,2021-06-10,78.46525679758308
51-100,2021-06-11,80.14904330312186
51-100,2021-06-12,80.28902316213494
51-100,2021-06-13,78.14753272910373
51-100,2021-06-14,78.24874118831823
51-100,2021-06-15,78.31772406847935
51-100,2021-06-16,78.3257804632427
51-100,2021-06-17,78.43504531722054
