availability_365,date,price
51-100,2021-06-18,80.10574018126889
51-100,2021-06-19,80.23061430010071
51-100,2021-06-20,77.6515609264854
51-100,2021-06-21,77.72507552870091
51-100,2021-06-22,77.81873111782477
51-100,2021-06-23,77.8257804632427
51-100,2021-06-24,77.96525679758308
51-100,2021-06-25,79.83333333333333
51-100,2021-06-26,79.90130916414904
51-100,2021-06-27,77.91691842900302
51-100,2021-06-28,77.80261832829808
51-100,2021-06-29,77.89023162134944
51-100,2021-06-30,77.89174219536757
51-100,2021-07-01,78.0115810674723
51-100,2021-07-02,79.63343403826788
51-100,2021-07-03,78.5508559919436
51-100,2021-07-04,76.16465256797584
51-100,2021-07-05,76.24874118831823
51-100,2021-07-06,76.34340382678751
51-100,2021-07-07,76.44813695871098
51-100,2021-07-08,76.53575025176234
51-100,2021-07-09,77.98136958710977
51-100,2021-07-10,77.93655589123867
51-100,2021-07-11,76.18429003021149
51-100,2021-07-12,76.22708962739175
51-100,2021-07-13,76.30161127895266
51-100,2021-07-14,76.33937562940584
51-100,2021-07-15,76.39274924471299
51-100,2021-07-16,77.81722054380664
51-100,2021-07-17,77.8429003021148
51-100,2021-07-18,76.1455186304129
51-100,2021-07-19,76.14451158106748
51-100,2021-07-20,76.24521651560927
51-100,2021-07-21,76.30261832829808
51-100,2021-07-22,76.31419939577039
51-100,2021-07-23,77.77995971802618
51-100,2021-07-24,77.7925478348439
51-100,2021-07-25,76.07250755287009
51-100,2021-07-26,76.10422960725076
51-100,2021-07-27,76.20694864048339
51-100,2021-07-28,76.24018126888218
51-100,2021-07-29,76.46576032225579
51-100,2021-07-30,77.92900302114803
51-100,2021-07-31,77.91137965760322
51-100,2021-08-01,76.027693856999
51-100,2021-08-02,76.08660624370594
51-100,2021-08-03,76.18932527693858
51-100,2021-08-04,76.24622356495469
51-100,2021-08-05,76.36858006042296
51-100,2021-08-06,77.87210473313192
51-100,2021-08-07,77.83786505538771
51-100,2021-08-08,76.02567975830816
51-100,2021-08-09,76.08912386706949
51-100,2021-08-10,76.19889224572005
51-100,2021-08-11,76.20795568982881
51-100,2021-08-12,76.37311178247734
51-100,2021-08-13,77.69486404833837
51-100,2021-08-14,77.75025176233635
51-100,2021-08-15,76.02467270896274
51-100,2021-08-16,76.04330312185297
51-100,2021-08-17,76.09617321248741
51-100,2021-08-18,76.11278952668681
51-100,2021-08-19,76.21550855991944
51-100,2021-08-20,77.63393756294059
51-100,2021-08-21,77.75176233635447
51-100,2021-08-22,76.08006042296073
51-100,2021-08-23,76.13091641490433
51-100,2021-08-24,76.12739174219537
51-100,2021-08-25,76.17069486404834
51-100,2021-08-26,76.25125881168177
51-100,2021-08-27,77.66364551863042
51-100,2021-08-28,77.61379657603223
51-100,2021-08-29,75.93051359516616
101-150,2020-09-01,69.950233281493
101-150,2020-09-02,70.14618973561431
101-150,2020-09-03,71.13219284603421
101-150,2020-09-04,74.85536547433904
101-150,2020-09-05,75.248833592535
101-150,2020-09-06,71.73405909797823
101-150,2020-09-07,70.78693623639191
101-150,2020-09-08,71.04354587869362
101-150,2020-09-09,71.21772939346812
101-150,2020-09-10,72.09642301710731
101-150,2020-09-11,75.60342146189736
101-150,2020-09-12,75.6547433903577
101-150,2020-09-13,71.62519440124417
101-150,2020-09-14,71.06531881804044
101-150,2020-09-15,71.53810264385692
101-150,2020-09-16,71.83514774494557
101-150,2020-09-17,72.86003110419907
101-150,2020-09-18,76.81648522550545
101-150,2020-09-19,77.07309486780716
101-150,2020-09-20,72.60031104199066
101-150,2020-09-21,72.96111975116641
101-150,2020-09-22,73.51788491446345
101-150,2020-09-23,73.82426127527216
101-150,2020-09-24,75.59875583203733
101-150,2020-09-25,79.97045101088646
101-150,2020-09-26,80.00311041990669
101-150,2020-09-27,73.751166407465
101-150,2020-09-28,73.03888024883359
101-150,2020-09-29,73.14618973561431
101-150,2020-09-30,72.74494556765163
101-150,2020-10-01,75.58786936236392
101-150,2020-10-02,79.57853810264386
101-150,2020-10-03,79.69206842923795
101-150,2020-10-04,75.02177293934682
101-150,2020-10-05,74.74494556765163
101-150,2020-10-06,75.14774494556765
101-150,2020-10-07,75.2814930015552
101-150,2020-10-08,76.66718506998444
101-150,2020-10-09,79.5552099533437
101-150,2020-10-10,79.52566096423017
101-150,2020-10-11,75.1213063763608
101-150,2020-10-12,75.07931570762052
101-150,2020-10-13,75.73250388802488
101-150,2020-10-14,75.74183514774495
101-150,2020-10-15,76.64852255054433
101-150,2020-10-16,79.86314152410576
101-150,2020-10-17,79.79315707620529
101-150,2020-10-18,74.80248833592535
101-150,2020-10-19,74.12597200622083
101-150,2020-10-20,75.42301710730949
101-150,2020-10-21,75.5054432348367
101-150,2020-10-22,77.2099533437014
101-150,2020-10-23,80.16796267496112
101-150,2020-10-24,80.22550544323484
101-150,2020-10-25,75.37947122861587
101-150,2020-10-26,74.20217729393468
101-150,2020-10-27,74.81804043545878
101-150,2020-10-28,74.8755832037325
101-150,2020-10-29,75.99222395023328
101-150,2020-10-30,80.05443234836703
101-150,2020-10-31,80.6687402799378
101-150,2020-11-01,74.78382581648522
101-150,2020-11-02,73.69673405909798
101-150,2020-11-03,74.1601866251944
101-150,2020-11-04,74.15863141524106
101-150,2020-11-05,75.27527216174184
101-150,2020-11-06,78.91757387247279
101-150,2020-11-07,80.05754276827372
101-150,2020-11-08,75.09175738724728
101-150,2020-11-09,74.14152410575427
101-150,2020-11-10,74.72006220839813
101-150,2020-11-11,74.72317262830482
101-150,2020-11-12,75.70295489891136
101-150,2020-11-13,80.23172628304822
101-150,2020-11-14,80.22706065318818
101-150,2020-11-15,75.39968895800934
101-150,2020-11-16,73.88802488335925
101-150,2020-11-17,74.37325038880249
101-150,2020-11-18,74.48055987558321
101-150,2020-11-19,74.78849144634526
101-150,2020-11-20,79.8040435458787
101-150,2020-11-21,79.81181959564542
101-150,2020-11-22,74.900466562986
101-150,2020-11-23,73.27371695178849
101-150,2020-11-24,73.83825816485225
101-150,2020-11-25,73.96111975116641
101-150,2020-11-26,74.97045101088646
101-150,2020-11-27,80.02177293934682
101-150,2020-11-28,79.76360808709175
101-150,2020-11-29,74.27216174183515
101-150,2020-11-30,74.83670295489891
101-150,2020-12-01,75.32814930015552
101-150,2020-12-02,75.4556765163297
101-150,2020-12-03,75.5660964230171
101-150,2020-12-04,80.72783825816485
101-150,2020-12-05,80.51010886469673
101-150,2020-12-06,75.37791601866252
101-150,2020-12-07,74.55209953343702
101-150,2020-12-08,75.57076205287714
101-150,2020-12-09,75.58475894245723
101-150,2020-12-10,76.70295489891136
101-150,2020-12-11,80.51632970451011
101-150,2020-12-12,80.54587869362364
101-150,2020-12-13,76.36547433903577
101-150,2020-12-14,75.34992223950233
101-150,2020-12-15,75.00155520995334
101-150,2020-12-16,75.18973561430793
101-150,2020-12-17,76.46034214618973
101-150,2020-12-18,81.90979782270607
101-150,2020-12-19,82.1104199066874
101-150,2020-12-20,77.39813374805598
101-150,2020-12-21,77.96111975116641
101-150,2020-12-22,78.97978227060653
101-150,2020-12-23,80.49611197511665
101-150,2020-12-24,82.43545878693624
101-150,2020-12-25,86.29393468118197
101-150,2020-12-26,86.70917573872472
101-150,2020-12-27,84.50388802488335
101-150,2020-12-28,84.34992223950233
101-150,2020-12-29,90.61741835147745
101-150,2020-12-30,96.10264385692068
101-150,2020-12-31,100.27216174183515
101-150,2021-01-01,94.24105754276827
101-150,2021-01-02,93.049766718507
101-150,2021-01-03,87.98133748055987
101-150,2021-01-04,78.26749611197512
101-150,2021-01-05,78.30326594090202
101-150,2021-01-06,77.94090202177294
101-150,2021-01-07,78.2814930015552
101-150,2021-01-08,81.01710730948678
101-150,2021-01-09,81.14930015552099
101-150,2021-01-10,77.17107309486781
101-150,2021-01-11,76.751166407465
101-150,2021-01-12,77.16640746500778
101-150,2021-01-13,77.0746500777605
101-150,2021-01-14,77.74650077760498
101-150,2021-01-15,80.8258164852255
101-150,2021-01-16,80.98289269051322
101-150,2021-01-17,77.2239502332815
101-150,2021-01-18,77.13685847589424
101-150,2021-01-19,77.50077760497668
101-150,2021-01-20,77.4914463452566
101-150,2021-01-21,77.8895800933126
101-150,2021-01-22,80.90513219284604
101-150,2021-01-23,80.35614307931571
101-150,2021-01-24,75.99066874027994
101-150,2021-01-25,77.02021772939347
101-150,2021-01-26,77.20373250388802
101-150,2021-01-27,77.21617418351478
101-150,2021-01-28,77.5085536547434
101-150,2021-01-29,80.57076205287714
101-150,2021-01-30,80.651632970451
101-150,2021-01-31,77.00466562986003
101-150,2021-02-01,77.26749611197512
101-150,2021-02-02,77.79315707620529
101-150,2021-02-03,77.85069984447901
101-150,2021-02-04,77.98755832037325
101-150,2021-02-05,80.76827371695178
101-150,2021-02-06,80.62363919129082
101-150,2021-02-07,77.4696734059098
101-150,2021-02-08,76.1850699844479
101-150,2021-02-09,76.5552099533437
101-150,2021-02-10,76.73716951788491
101-150,2021-02-11,76.85225505443235
101-150,2021-02-12,80.9113530326594
101-150,2021-02-13,80.92223950233281
101-150,2021-02-14,77.50699844479004
101-150,2021-02-15,77.21150855365474
101-150,2021-02-16,77.51632970451011
101-150,2021-02-17,77.34370139968895
101-150,2021-02-18,77.00777604976672
101-150,2021-02-19,80.32814930015552
101-150,2021-02-20,80.32814930015552
101-150,2021-02-21,76.4059097978227
101-150,2021-02-22,77.29237947122861
101-150,2021-02-23,77.5660964230171
101-150,2021-02-24,77.45412130637636
101-150,2021-02-25,77.66096423017107
101-150,2021-02-26,80.85692068429238
101-150,2021-02-27,81.19906687402799
101-150,2021-02-28,77.74961119751167
101-150,2021-03-01,77.98289269051322
101-150,2021-03-02,75.83048211508553
101-150,2021-03-03,75.75738724727839
101-150,2021-03-04,75.39813374805598
101-150,2021-03-05,79.29082426127528
101-150,2021-03-06,79.21461897356143
101-150,2021-03-07,76.0746500777605
101-150,2021-03-08,76.14930015552099
101-150,2021-03-09,76.44167962674962
101-150,2021-03-10,76.40746500777605
101-150,2021-03-11,76.94712286158631
101-150,2021-03-12,78.94245723172628
101-150,2021-03-13,79.90824261275272
101-150,2021-03-14,75.78071539657854
101-150,2021-03-15,75.70295489891136
101-150,2021-03-16,75.96734059097979
101-150,2021-03-17,75.79315707620529
101-150,2021-03-18,76.01244167962675
101-150,2021-03-19,79.31881804043546
101-150,2021-03-20,79.7185069984448
101-150,2021-03-21,76.09797822706065
101-150,2021-03-22,76.2954898911353
101-150,2021-03-23,76.7900466562986
101-150,2021-03-24,76.7045101088647
101-150,2021-03-25,77.32192846034215
101-150,2021-03-26,79.10108864696734
101-150,2021-03-27,80.19906687402799
101-150,2021-03-28,76.62208398133748
101-150,2021-03-29,76.80248833592535
101-150,2021-03-30,77.23017107309487
101-150,2021-03-31,77.0715396578538
101-150,2021-04-01,76.77138413685847
101-150,2021-04-02,79.44323483670296
101-150,2021-04-03,79.93312597200622
101-150,2021-04-04,76.25349922239502
101-150,2021-04-05,76.48678071539658
101-150,2021-04-06,76.8258164852255
101-150,2021-04-07,76.67340590979782
101-150,2021-04-08,77.03732503888025
101-150,2021-04-09,80.0715396578538
101-150,2021-04-10,80.09486780715396
101-150,2021-04-11,76.40279937791603
101-150,2021-04-12,76.51166407465007
101-150,2021-04-13,76.79471228615863
101-150,2021-04-14,76.61275272161741
101-150,2021-04-15,76.55987558320373
101-150,2021-04-16,78.95489891135303
101-150,2021-04-17,79.48522550544324
101-150,2021-04-18,76.23017107309487
101-150,2021-04-19,76.57076205287714
101-150,2021-04-20,77.11508553654744
101-150,2021-04-21,77.09020217729393
101-150,2021-04-22,77.45412130637636
101-150,2021-04-23,80.93779160186625
101-150,2021-04-24,80.89269051321928
101-150,2021-04-25,77.61897356143079
101-150,2021-04-26,79.04199066874028
101-150,2021-04-27,80.04665629860031
101-150,2021-04-28,80.34214618973562
101-150,2021-04-29,80.27216174183515
101-150,2021-04-30,81.66251944012441
101-150,2021-05-01,80.9113530326594
101-150,2021-05-02,76.31104199066874
101-150,2021-05-03,76.3950233281493
101-150,2021-05-04,76.8786936236392
101-150,2021-05-05,76.77293934681182
101-150,2021-05-06,77.38102643856921
101-150,2021-05-07,80.37636080870918
101-150,2021-05-08,80.38880248833593
101-150,2021-05-09,76.15241057542768
101-150,2021-05-10,77.50077760497668
101-150,2021-05-11,77.93623639191291
101-150,2021-05-12,78.27060653188181
101-150,2021-05-13,78.74961119751167
101-150,2021-05-14,81.65318818040436
101-150,2021-05-15,81.63297045101089
101-150,2021-05-16,77.43856920684293
101-150,2021-05-17,77.59720062208397
101-150,2021-05-18,77.98133748055987
101-150,2021-05-19,78.11353032659409
101-150,2021-05-20,78.48833592534993
101-150,2021-05-21,81.1850699844479
101-150,2021-05-22,82.05598755832037
101-150,2021-05-23,77.78538102643857
101-150,2021-05-24,78.11664074650078
101-150,2021-05-25,78.55676516329704
101-150,2021-05-26,78.62519440124417
101-150,2021-05-27,78.89113530326594
101-150,2021-05-28,82.55209953343702
101-150,2021-05-29,82.70606531881803
101-150,2021-05-30,77.8258164852255
101-150,2021-05-31,78.37791601866252
101-150,2021-06-01,79.15707620528771
101-150,2021-06-02,79.35769828926905
101-150,2021-06-03,79.6687402799378
101-150,2021-06-04,83.35147744945567
101-150,2021-06-05,83.0886469673406
101-150,2021-06-06,78.10886469673406
101-150,2021-06-07,77.99688958009331
101-150,2021-06-08,78.47433903576983
101-150,2021-06-09,78.68740279937792
101-150,2021-06-10,79.18195956454122
101-150,2021-06-11,81.83670295489891
101-150,2021-06-12,82.7185069984448
101-150,2021-06-13,78.23328149300156
101-150,2021-06-14,78.59564541213064
101-150,2021-06-15,79.0855365474339
101-150,2021-06-16,79.42612752721618
101-150,2021-06-17,79.45723172628306
101-150,2021-06-18,81.77293934681182
101-150,2021-06-19,82.68584758942457
101-150,2021-06-20,78.27527216174184
101-150,2021-06-21,78.14307931570762
101-150,2021-06-22,78.67185069984448
101-150,2021-06-23,78.5552099533437
101-150,2021-06-24,78.78382581648522
101-150,2021-06-25,83.25505443234837
101-150,2021-06-26,84.37947122861587
101-150,2021-06-27,79.02643856920685
101-150,2021-06-28,77.95645412130638
101-150,2021-06-29,78.60653188180405
101-150,2021-06-30,78.68584758942457
101-150,2021-07-01,78.64074650077761
101-150,2021-07-02,81.09642301710731
101-150,2021-07-03,82.06687402799378
101-150,2021-07-04,77.96111975116641
101-150,2021-07-05,78.49300155520996
101-150,2021-07-06,79.02643856920685
101-150,2021-07-07,79.701399688958
101-150,2021-07-08,80.1353032659409
101-150,2021-07-09,84.51321928460342
101-150,2021-07-10,84.80870917573873
101-150,2021-07-11,79.25349922239502
101-150,2021-07-12,79.19284603421463
101-150,2021-07-13,79.60964230171074
101-150,2021-07-14,79.20839813374806
101-150,2021-07-15,79.71384136858475
101-150,2021-07-16,82.84447900466563
101-150,2021-07-17,82.57853810264386
101-150,2021-07-18,78.14774494556765
101-150,2021-07-19,78.49922239502332
101-150,2021-07-20,79.05909797822706
101-150,2021-07-21,79.87091757387248
101-150,2021-07-22,80.26438569206843
101-150,2021-07-23,84.46034214618973
101-150,2021-07-24,83.65940902021772
101-150,2021-07-25,78.84603421461897
101-150,2021-07-26,78.60342146189736
101-150,2021-07-27,79.11664074650078
101-150,2021-07-28,79.24105754276827
101-150,2021-07-29,79.61275272161741
101-150,2021-07-30,82.50077760497668
101-150,2021-07-31,82.51010886469673
101-150,2021-08-01,77.69984447900467
101-150,2021-08-02,78.16329704510109
101-150,2021-08-03,79.0
101-150,2021-08-04,78.74961119751167
101-150,2021-08-05,79.20528771384137
101-150,2021-08-06,82.47900466562986
101-150,2021-08-07,83.12597200622083
101-150,2021-08-08,78.12908242612752
101-150,2021-08-09,78.63919129082426
101-150,2021-08-10,79.08242612752721
101-150,2021-08-11,79.01866251944013
101-150,2021-08-12,79.91290824261276
101-150,2021-08-13,83.20217729393468
101-150,2021-08-14,83.18973561430793
101-150,2021-08-15,78.15552099533437
101-150,2021-08-16,78.44945567651634
101-150,2021-08-17,79.0715396578538
101-150,2021-08-18,79.48989113530327
101-150,2021-08-19,79.79471228615863
101-150,2021-08-20,82.94401244167963
101-150,2021-08-21,83.01555209953344
101-150,2021-08-22,78.59875583203733
101-150,2021-08-23,79.03265940902021
101-150,2021-08-24,79.03421461897356
101-150,2021-08-25,78.51010886469673
101-150,2021-08-26,78.81181959564542
101-150,2021-08-27,81.78071539657854
101-150,2021-08-28,81.63608087091757
101-150,2021-08-29,77.52721617418351
151-200,2020-09-01,75.1158256880734
151-200,2020-09-02,75.2545871559633
151-200,2020-09-03,76.6387614678899
151-200,2020-09-04,78.31651376146789
151-200,2020-09-05,78.55160550458716
151-200,2020-09-06,76.82912844036697
151-200,2020-09-07,75.6479357798165
151-200,2020-09-08,75.68692660550458
151-200,2020-09-09,76.08830275229357
151-200,2020-09-10,76.76720183486239
151-200,2020-09-11,79.36238532110092
151-200,2020-09-12,79.73394495412845
151-200,2020-09-13,77.22935779816514
151-200,2020-09-14,76.20412844036697
151-200,2020-09-15,76.20756880733946
151-200,2020-09-16,77.0091743119266
151-200,2020-09-17,77.97018348623853
151-200,2020-09-18,80.4598623853211
151-200,2020-09-19,80.60321100917432
151-200,2020-09-20,78.46788990825688
151-200,2020-09-21,77.6651376146789
151-200,2020-09-22,77.82339449541284
151-200,2020-09-23,77.85779816513761
151-200,2020-09-24,78.8348623853211
151-200,2020-09-25,81.29357798165138
151-200,2020-09-26,81.8704128440367
151-200,2020-09-27,79.63761467889908
151-200,2020-09-28,77.58371559633028
151-200,2020-09-29,77.3658256880734
151-200,2020-09-30,77.3979357798165
151-200,2020-10-01,78.7901376146789
151-200,2020-10-02,80.65252293577981
151-200,2020-10-03,80.96788990825688
151-200,2020-10-04,78.83371559633028
151-200,2020-10-05,78.83371559633028
151-200,2020-10-06,78.74770642201835
151-200,2020-10-07,78.73394495412845
151-200,2020-10-08,79.4598623853211
151-200,2020-10-09,81.47362385321101
151-200,2020-10-10,81.60550458715596
151-200,2020-10-11,79.26834862385321
151-200,2020-10-12,78.63761467889908
151-200,2020-10-13,78.75
151-200,2020-10-14,78.81077981651376
151-200,2020-10-15,79.34518348623853
151-200,2020-10-16,81.62385321100918
151-200,2020-10-17,81.7637614678899
151-200,2020-10-18,79.4770642201835
151-200,2020-10-19,78.64564220183486
151-200,2020-10-20,78.70642201834862
151-200,2020-10-21,78.7809633027523
151-200,2020-10-22,79.53669724770643
151-200,2020-10-23,81.4908256880734
151-200,2020-10-24,81.53899082568807
151-200,2020-10-25,79.44266055045871
151-200,2020-10-26,78.4954128440367
151-200,2020-10-27,78.49426605504587
151-200,2020-10-28,78.60779816513761
151-200,2020-10-29,79.35091743119266
151-200,2020-10-30,81.37270642201835
151-200,2020-10-31,81.35894495412845
151-200,2020-11-01,79.13073394495413
151-200,2020-11-02,78.23165137614679
151-200,2020-11-03,78.2362385321101
151-200,2020-11-04,78.23394495412845
151-200,2020-11-05,79.05848623853211
151-200,2020-11-06,81.06995412844037
151-200,2020-11-07,81.21559633027523
151-200,2020-11-08,78.77981651376147
151-200,2020-11-09,77.96559633027523
151-200,2020-11-10,78.04128440366972
151-200,2020-11-11,78.08371559633028
151-200,2020-11-12,78.86697247706422
151-200,2020-11-13,81.0229357798165
151-200,2020-11-14,81.18119266055047
151-200,2020-11-15,78.88073394495413
151-200,2020-11-16,78.01949541284404
151-200,2020-11-17,78.06766055045871
151-200,2020-11-18,78.09977064220183
151-200,2020-11-19,78.90711009174312
151-200,2020-11-20,81.1341743119266
151-200,2020-11-21,81.28211009174312
151-200,2020-11-22,78.97821100917432
151-200,2020-11-23,78.1961009174312
151-200,2020-11-24,78.26720183486239
151-200,2020-11-25,78.26605504587155
151-200,2020-11-26,79.05275229357798
151-200,2020-11-27,81.27522935779817
151-200,2020-11-28,81.38532110091744
151-200,2020-11-29,79.02866972477064
151-200,2020-11-30,78.53669724770643
151-200,2020-12-01,78.54587155963303
151-200,2020-12-02,78.5538990825688
151-200,2020-12-03,79.04816513761467
151-200,2020-12-04,81.12729357798165
151-200,2020-12-05,81.1697247706422
151-200,2020-12-06,78.89678899082568
151-200,2020-12-07,78.12270642201835
151-200,2020-12-08,78.19151376146789
151-200,2020-12-09,78.1743119266055
151-200,2020-12-10,78.94839449541284
151-200,2020-12-11,81.0091743119266
151-200,2020-12-12,81.0756880733945
151-200,2020-12-13,78.83256880733946
151-200,2020-12-14,78.15825688073394
151-200,2020-12-15,78.22018348623853
151-200,2020-12-16,78.2591743119266
151-200,2020-12-17,79.0711009174312
151-200,2020-12-18,82.03555045871559
151-200,2020-12-19,82.03211009174312
151-200,2020-12-20,82.33256880733946
151-200,2020-12-21,82.79357798165138
151-200,2020-12-22,85.50229357798165
151-200,2020-12-23,86.00688073394495
151-200,2020-12-24,86.75344036697248
151-200,2020-12-25,89.13073394495413
151-200,2020-12-26,89.5447247706422
151-200,2020-12-27,87.47935779816514
151-200,2020-12-28,88.9288990825688
151-200,2020-12-29,90.18233944954129
151-200,2020-12-30,96.53440366972477
151-200,2020-12-31,101.3887614678899
151-200,2021-01-01,95.74655963302752
151-200,2021-01-02,95.27981651376147
151-200,2021-01-03,88.63646788990826
151-200,2021-01-04,82.22247706422019
151-200,2021-01-05,82.1651376146789
151-200,2021-01-06,82.0045871559633
151-200,2021-01-07,82.55045871559633
151-200,2021-01-08,84.2270642201835
151-200,2021-01-09,84.24655963302752
151-200,2021-01-10,79.85435779816514
151-200,2021-01-11,78.48165137614679
151-200,2021-01-12,78.53899082568807
151-200,2021-01-13,80.2006880733945
151-200,2021-01-14,79.30045871559633
151-200,2021-01-15,83.98165137614679
151-200,2021-01-16,84.01605504587155
151-200,2021-01-17,80.41743119266054
151-200,2021-01-18,79.86467889908256
151-200,2021-01-19,81.66284403669725
151-200,2021-01-20,80.04128440366972
151-200,2021-01-21,82.11353211009174
151-200,2021-01-22,84.02178899082568
151-200,2021-01-23,82.7454128440367
151-200,2021-01-24,82.17545871559633
151-200,2021-01-25,78.72362385321101
151-200,2021-01-26,79.01261467889908
151-200,2021-01-27,80.60894495412845
151-200,2021-01-28,79.49770642201835
151-200,2021-01-29,81.54816513761467
151-200,2021-01-30,81.29816513761467
151-200,2021-01-31,81.12270642201835
151-200,2021-02-01,82.00573394495413
151-200,2021-02-02,83.31880733944953
151-200,2021-02-03,83.45642201834862
151-200,2021-02-04,82.34059633027523
151-200,2021-02-05,83.98279816513761
151-200,2021-02-06,82.7190366972477
151-200,2021-02-07,82.25802752293578
151-200,2021-02-08,79.8887614678899
151-200,2021-02-09,81.7190366972477
151-200,2021-02-10,80.19151376146789
151-200,2021-02-11,80.90137614678899
151-200,2021-02-12,84.34977064220183
151-200,2021-02-13,82.93922018348624
151-200,2021-02-14,80.77866972477064
151-200,2021-02-15,80.19954128440367
151-200,2021-02-16,81.97362385321101
151-200,2021-02-17,81.99197247706422
151-200,2021-02-18,82.61926605504587
151-200,2021-02-19,83.06880733944953
151-200,2021-02-20,83.08830275229357
151-200,2021-02-21,80.89449541284404
151-200,2021-02-22,81.83600917431193
151-200,2021-02-23,80.27752293577981
151-200,2021-02-24,80.31995412844037
151-200,2021-02-25,80.94839449541284
151-200,2021-02-26,83.26605504587155
151-200,2021-02-27,83.64908256880734
151-200,2021-02-28,81.4954128440367
151-200,2021-03-01,81.9197247706422
151-200,2021-03-02,83.59288990825688
151-200,2021-03-03,83.63990825688073
151-200,2021-03-04,82.10779816513761
151-200,2021-03-05,85.6961009174312
151-200,2021-03-06,85.7098623853211
