host_is_superhost,date,price
No,2020-09-01,63.65093427835052
No,2020-09-02,63.63804768041237
No,2020-09-03,63.928479381443296
No,2020-09-04,65.69885631443299
No,2020-09-05,65.98630798969072
No,2020-09-06,64.46593105670104
No,2020-09-07,64.21230670103093
No,2020-09-08,64.21641430412372
No,2020-09-09,64.27931701030928
No,2020-09-10,64.39392719072166
No,2020-09-11,66.02593427835052
No,2020-09-12,66.07901095360825
No,2020-09-13,64.43242590206185
No,2020-09-14,64.35132087628865
No,2020-09-15,64.44579574742268
No,2020-09-16,64.57297036082474
No,2020-09-17,64.75805412371135
No,2020-09-18,66.85558956185567
No,2020-09-19,66.90294780927834
No,2020-09-20,65.20739368556701
No,2020-09-21,65.2488724226804
No,2020-09-22,65.13321520618557
No,2020-09-23,65.13804768041237
No,2020-09-24,65.66728414948453
No,2020-09-25,67.53922358247422
No,2020-09-26,67.76618878865979
No,2020-09-27,65.87508054123711
No,2020-09-28,65.07401739690722
No,2020-09-29,64.88861146907216
No,2020-09-30,64.84689110824742
No,2020-10-01,65.11823453608247
No,2020-10-02,66.73115335051547
No,2020-10-03,66.81096971649484
No,2020-10-04,65.17421069587628
No,2020-10-05,65.1159793814433
No,2020-10-06,65.15077319587628
No,2020-10-07,65.14811533505154
No,2020-10-08,65.29115657216495
No,2020-10-09,66.72736791237114
No,2020-10-10,66.78358569587628
No,2020-10-11,65.21319265463917
No,2020-10-12,65.21432023195877
No,2020-10-13,65.27633698453609
No,2020-10-14,65.26465850515464
No,2020-10-15,65.32458118556701
No,2020-10-16,66.79526417525773
No,2020-10-17,66.80605670103093
No,2020-10-18,65.05331829896907
No,2020-10-19,64.93484213917526
No,2020-10-20,64.97801224226804
No,2020-10-21,64.98671069587628
No,2020-10-22,65.11493234536083
No,2020-10-23,66.64336340206185
No,2020-10-24,66.65198131443299
No,2020-10-25,65.02512886597938
No,2020-10-26,64.92115012886597
No,2020-10-27,64.96850837628865
No,2020-10-28,65.00016108247422
No,2020-10-29,65.09890463917526
No,2020-10-30,66.67235824742268
No,2020-10-31,66.73083118556701
No,2020-11-01,64.56902384020619
No,2020-11-02,64.43741945876289
No,2020-11-03,64.48107280927834
No,2020-11-04,64.51353092783505
No,2020-11-05,64.61887886597938
No,2020-11-06,66.15125644329896
No,2020-11-07,66.24621456185567
No,2020-11-08,64.54792203608247
No,2020-11-09,64.45264175257732
No,2020-11-10,64.49693943298969
No,2020-11-11,64.49621456185567
No,2020-11-12,64.61775128865979
No,2020-11-13,66.1760631443299
No,2020-11-14,66.19933956185567
No,2020-11-15,64.54437822164948
No,2020-11-16,64.41808956185567
No,2020-11-17,64.44917847938144
No,2020-11-18,64.46335373711341
No,2020-11-19,64.54768041237114
No,2020-11-20,66.19490979381443
No,2020-11-21,66.21182345360825
No,2020-11-22,64.5612918814433
No,2020-11-23,64.41027706185567
No,2020-11-24,64.50805412371135
No,2020-11-25,64.5666881443299
No,2020-11-26,64.70256121134021
No,2020-11-27,66.32361469072166
No,2020-11-28,66.3323131443299
No,2020-11-29,64.58005798969072
No,2020-11-30,64.54115657216495
No,2020-12-01,64.6321681701031
No,2020-12-02,64.69756765463917
No,2020-12-03,64.72575708762886
No,2020-12-04,66.38538981958763
No,2020-12-05,66.36928157216495
No,2020-12-06,64.73300579896907
No,2020-12-07,64.57168170103093
No,2020-12-08,64.66712306701031
No,2020-12-09,64.62491945876289
No,2020-12-10,64.80927835051547
No,2020-12-11,66.3455219072165
No,2020-12-12,66.38692010309278
No,2020-12-13,64.77327641752578
No,2020-12-14,64.68073453608247
No,2020-12-15,64.6868556701031
No,2020-12-16,64.73010631443299
No,2020-12-17,64.85478414948453
No,2020-12-18,66.63933634020619
No,2020-12-19,66.71254832474227
No,2020-12-20,65.18886920103093
No,2020-12-21,65.35349548969072
No,2020-12-22,65.75289948453609
No,2020-12-23,66.16116301546391
No,2020-12-24,66.6472293814433
No,2020-12-25,68.34383054123711
No,2020-12-26,68.82595038659794
No,2020-12-27,67.92920425257732
No,2020-12-28,68.67662693298969
No,2020-12-29,69.51634987113403
No,2020-12-30,71.75861791237114
No,2020-12-31,73.2975193298969
No,2021-01-01,71.67630476804123
No,2021-01-02,70.80307667525773
No,2021-01-03,67.95827963917526
No,2021-01-04,66.25910115979381
No,2021-01-05,66.15761920103093
No,2021-01-06,65.91688144329896
No,2021-01-07,65.9855831185567
No,2021-01-08,67.5612918814433
No,2021-01-09,67.5642719072165
No,2021-01-10,65.74210695876289
No,2021-01-11,65.43323131443299
No,2021-01-12,65.4404800257732
No,2021-01-13,65.53133054123711
No,2021-01-14,65.82047358247422
No,2021-01-15,67.79542525773196
No,2021-01-16,67.8053318298969
No,2021-01-17,65.99895296391753
No,2021-01-18,65.90673324742268
No,2021-01-19,66.05943943298969
No,2021-01-20,65.94088273195877
No,2021-01-21,66.13828930412372
No,2021-01-22,67.73703286082474
No,2021-01-23,67.60446198453609
No,2021-01-24,65.9237274484536
No,2021-01-25,65.63039626288659
No,2021-01-26,65.6736469072165
No,2021-01-27,65.78326353092784
No,2021-01-28,65.73840206185567
No,2021-01-29,67.37177835051547
No,2021-01-30,67.37459729381443
No,2021-01-31,65.8058956185567
No,2021-02-01,66.11670425257732
No,2021-02-02,66.55525128865979
No,2021-02-03,66.73590528350516
No,2021-02-04,66.66929768041237
No,2021-02-05,67.8214400773196
No,2021-02-06,67.52013530927834
No,2021-02-07,65.87701353092784
No,2021-02-08,65.59205863402062
No,2021-02-09,65.77625644329896
No,2021-02-10,65.95876288659794
No,2021-02-11,66.06886275773196
No,2021-02-12,67.87556378865979
No,2021-02-13,67.78261920103093
No,2021-02-14,66.09157538659794
No,2021-02-15,66.02593427835052
No,2021-02-16,66.18242590206185
No,2021-02-17,66.1845199742268
No,2021-02-18,66.29131765463917
No,2021-02-19,67.8113724226804
No,2021-02-20,67.81193621134021
No,2021-02-21,66.09536082474227
No,2021-02-22,65.98340850515464
No,2021-02-23,65.91994201030928
No,2021-02-24,65.9362918814433
No,2021-02-25,66.0090206185567
No,2021-02-26,67.68693621134021
No,2021-02-27,67.76844394329896
No,2021-02-28,66.05428479381443
No,2021-03-01,66.26852448453609
No,2021-03-02,66.40947164948453
No,2021-03-03,66.43113724226804
No,2021-03-04,66.32087628865979
No,2021-03-05,68.07176224226804
No,2021-03-06,68.09511920103093
No,2021-03-07,66.33754832474227
No,2021-03-08,66.61340206185567
No,2021-03-09,67.01224226804123
No,2021-03-10,67.18701675257732
No,2021-03-11,67.37483891752578
No,2021-03-12,68.72849548969072
No,2021-03-13,68.64054445876289
No,2021-03-14,66.89159149484536
No,2021-03-15,66.4212306701031
No,2021-03-16,66.49291237113403
No,2021-03-17,66.52069909793815
No,2021-03-18,66.54840528350516
No,2021-03-19,68.10792525773196
No,2021-03-20,68.1863724226804
No,2021-03-21,66.55541237113403
No,2021-03-22,66.56419136597938
No,2021-03-23,66.62371134020619
No,2021-03-24,66.64698775773196
No,2021-03-25,66.73928801546391
No,2021-03-26,68.21045425257732
No,2021-03-27,68.34213917525773
No,2021-03-28,66.68000966494846
No,2021-03-29,66.71432023195877
No,2021-03-30,66.78294136597938
No,2021-03-31,66.76651095360825
No,2021-04-01,67.1243556701031
No,2021-04-02,68.75193298969072
No,2021-04-03,68.68000966494846
No,2021-04-04,67.11549613402062
No,2021-04-05,66.89392719072166
No,2021-04-06,66.85671713917526
No,2021-04-07,66.87870489690722
No,2021-04-08,66.92719072164948
No,2021-04-09,68.70715206185567
No,2021-04-10,68.73630798969072
No,2021-04-11,67.04228414948453
No,2021-04-12,67.07852770618557
No,2021-04-13,67.1004349226804
No,2021-04-14,66.9705219072165
No,2021-04-15,67.15681378865979
No,2021-04-16,68.54679445876289
No,2021-04-17,68.60534793814433
No,2021-04-18,67.05984213917526
No,2021-04-19,67.14803479381443
No,2021-04-20,67.23912693298969
No,2021-04-21,67.12846327319588
No,2021-04-22,67.30879510309278
No,2021-04-23,68.86106636597938
No,2021-04-24,69.01433634020619
No,2021-04-25,67.50289948453609
No,2021-04-26,68.47487113402062
No,2021-04-27,68.77722293814433
No,2021-04-28,68.8779800257732
No,2021-04-29,68.71955541237114
No,2021-04-30,69.88144329896907
No,2021-05-01,69.56209729381443
No,2021-05-02,67.62878543814433
No,2021-05-03,67.6291881443299
No,2021-05-04,67.66567332474227
No,2021-05-05,67.53954574742268
No,2021-05-06,67.76546391752578
No,2021-05-07,69.32055412371135
No,2021-05-08,69.23936855670104
No,2021-05-09,67.49983891752578
No,2021-05-10,67.61380476804123
No,2021-05-11,67.6935405927835
No,2021-05-12,67.95006443298969
No,2021-05-13,68.1736469072165
No,2021-05-14,69.76763853092784
No,2021-05-15,69.78696842783505
No,2021-05-16,67.73719394329896
No,2021-05-17,67.7722293814433
No,2021-05-18,67.83625966494846
No,2021-05-19,67.8701675257732
No,2021-05-20,67.82901095360825
No,2021-05-21,69.84230025773196
No,2021-05-22,69.95715206185567
No,2021-05-23,67.96246778350516
No,2021-05-24,67.86275773195877
No,2021-05-25,67.85430090206185
No,2021-05-26,67.89441043814433
No,2021-05-27,67.97414626288659
No,2021-05-28,69.50265786082474
No,2021-05-29,69.5751449742268
No,2021-05-30,67.86251610824742
No,2021-05-31,67.8161243556701
No,2021-06-01,67.84938788659794
No,2021-06-02,67.90931056701031
No,2021-06-03,68.02786726804123
No,2021-06-04,69.80235180412372
No,2021-06-05,69.94877577319588
No,2021-06-06,67.97334085051547
No,2021-06-07,67.90858569587628
No,2021-06-08,67.88893363402062
No,2021-06-09,67.85993878865979
No,2021-06-10,67.90037048969072
No,2021-06-11,69.46343427835052
No,2021-06-12,69.4657699742268
No,2021-06-13,67.69974226804123
No,2021-06-14,67.82111791237114
No,2021-06-15,67.99146262886597
No,2021-06-16,67.99275128865979
No,2021-06-17,68.02770618556701
No,2021-06-18,69.55670103092784
No,2021-06-19,69.56982925257732
No,2021-06-20,67.72398518041237
No,2021-06-21,67.7674774484536
No,2021-06-22,67.8600193298969
No,2021-06-23,67.81676868556701
No,2021-06-24,67.86678479381443
No,2021-06-25,69.77094072164948
No,2021-06-26,69.81725193298969
No,2021-06-27,67.88917525773196
No,2021-06-28,67.75032216494846
No,2021-06-29,67.80992268041237
No,2021-06-30,67.81837951030928
No,2021-07-01,68.00950386597938
No,2021-07-02,69.61034149484536
No,2021-07-03,69.39432989690722
No,2021-07-04,67.29421713917526
No,2021-07-05,67.32844716494846
No,2021-07-06,67.41245167525773
No,2021-07-07,67.52432345360825
No,2021-07-08,67.61823453608247
No,2021-07-09,69.36195231958763
No,2021-07-10,69.30001610824742
No,2021-07-11,67.37459729381443
No,2021-07-12,67.27996134020619
No,2021-07-13,67.31757409793815
No,2021-07-14,67.3232925257732
No,2021-07-15,67.41100193298969
No,2021-07-16,69.03551868556701
No,2021-07-17,69.0558956185567
No,2021-07-18,67.34640786082474
No,2021-07-19,67.30525128865979
No,2021-07-20,67.37709407216495
No,2021-07-21,67.39755154639175
No,2021-07-22,67.51514175257732
No,2021-07-23,69.24605347938144
No,2021-07-24,69.14312177835052
No,2021-07-25,67.2872905927835
No,2021-07-26,67.22422680412372
No,2021-07-27,67.27263208762886
No,2021-07-28,67.29590850515464
No,2021-07-29,67.44128543814433
No,2021-07-30,69.08569587628865
No,2021-07-31,69.08319909793815
No,2021-08-01,71.10784471649484
No,2021-08-02,71.14102770618557
No,2021-08-03,71.21617268041237
No,2021-08-04,71.20111146907216
No,2021-08-05,71.3298969072165
No,2021-08-06,72.89988724226804
No,2021-08-07,72.90931056701031
No,2021-08-08,71.12572487113403
No,2021-08-09,71.09809922680412
No,2021-08-10,71.1701030927835
No,2021-08-11,71.14118878865979
No,2021-08-12,71.29961340206185
No,2021-08-13,72.85067654639175
No,2021-08-14,72.86509342783505
No,2021-08-15,71.10550902061856
No,2021-08-16,71.12886597938144
No,2021-08-17,71.1730831185567
No,2021-08-18,71.2019974226804
No,2021-08-19,71.32200386597938
No,2021-08-20,72.88353737113403
No,2021-08-21,72.87153672680412
No,2021-08-22,71.1629349226804
No,2021-08-23,71.6160599226804
No,2021-08-24,71.63450386597938
No,2021-08-25,71.60905283505154
No,2021-08-26,71.66365979381443
No,2021-08-27,73.2481475515464
No,2021-08-28,73.171875
No,2021-08-29,71.42976804123711
Yes,2020-09-01,75.07875960482986
Yes,2020-09-02,75.01866081229419
Yes,2020-09-03,76.00686059275522
Yes,2020-09-04,79.34467618002195
Yes,2020-09-05,80.12349066959385
Yes,2020-09-06,76.8814489571899
Yes,2020-09-07,76.20142700329309
Yes,2020-09-08,76.33616904500549
Yes,2020-09-09,76.56009879253567
Yes,2020-09-10,76.63529088913282
Yes,2020-09-11,79.18551042810098
Yes,2020-09-12,79.22694840834248
Yes,2020-09-13,76.37239297475301
Yes,2020-09-14,76.44456641053787
Yes,2020-09-15,76.32601536772778
Yes,2020-09-16,76.47941822173436
Yes,2020-09-17,76.87678375411636
Yes,2020-09-18,79.23874862788145
Yes,2020-09-19,79.51234906695939
Yes,2020-09-20,76.50850713501647
Yes,2020-09-21,77.0161909989023
Yes,2020-09-22,77.36827661909989
Yes,2020-09-23,77.7371020856202
Yes,2020-09-24,79.01728869374314
Yes,2020-09-25,82.10510428100989
Yes,2020-09-26,82.39297475301866
Yes,2020-09-27,78.27634467618002
Yes,2020-09-28,77.78100987925357
Yes,2020-09-29,77.38062568605928
Yes,2020-09-30,77.26070252469813
Yes,2020-10-01,78.81970362239298
Yes,2020-10-02,81.41575192096597
Yes,2020-10-03,81.72173435784852
Yes,2020-10-04,78.54939626783754
Yes,2020-10-05,78.36416026344676
Yes,2020-10-06,78.4871020856202
Yes,2020-10-07,78.44456641053787
Yes,2020-10-08,78.81421514818881
Yes,2020-10-09,81.20581778265642
Yes,2020-10-10,81.46212952799122
Yes,2020-10-11,78.81558726673984
Yes,2020-10-12,78.97365532381998
Yes,2020-10-13,78.98600439077936
Yes,2020-10-14,78.95801317233808
Yes,2020-10-15,79.21679473106477
Yes,2020-10-16,81.69264544456641
Yes,2020-10-17,81.83205268935237
Yes,2020-10-18,78.73353457738749
Yes,2020-10-19,78.59687156970362
Yes,2020-10-20,78.84412733260153
Yes,2020-10-21,78.87211855104282
Yes,2020-10-22,79.33809001097694
Yes,2020-10-23,81.48627881448957
Yes,2020-10-24,81.97502744237102
Yes,2020-10-25,79.1797475301866
Yes,2020-10-26,79.47722283205269
Yes,2020-10-27,79.55323819978047
Yes,2020-10-28,79.64517014270032
Yes,2020-10-29,79.43111964873765
Yes,2020-10-30,81.56339187705818
Yes,2020-10-31,81.63830954994512
Yes,2020-11-01,77.76097694840834
Yes,2020-11-02,77.61498353457739
Yes,2020-11-03,77.69813391877058
Yes,2020-11-04,77.75905598243688
Yes,2020-11-05,78.0098792535675
Yes,2020-11-06,80.11772777167947
Yes,2020-11-07,80.17178924259056
Yes,2020-11-08,77.51646542261251
Yes,2020-11-09,77.44374313940725
Yes,2020-11-10,77.59495060373216
Yes,2020-11-11,77.68057080131723
Yes,2020-11-12,77.95993413830955
Yes,2020-11-13,80.17672886937432
Yes,2020-11-14,80.22530186608122
Yes,2020-11-15,77.43002195389681
Yes,2020-11-16,77.37568605927552
Yes,2020-11-17,77.47804610318332
Yes,2020-11-18,77.63391877058177
Yes,2020-11-19,77.86772777167947
Yes,2020-11-20,80.00521405049396
Yes,2020-11-21,80.11169045005488
Yes,2020-11-22,77.50686059275522
Yes,2020-11-23,77.51646542261251
Yes,2020-11-24,77.64681668496158
Yes,2020-11-25,77.79061470911087
Yes,2020-11-26,78.08507135016465
Yes,2020-11-27,80.65312843029638
Yes,2020-11-28,80.69429198682766
Yes,2020-11-29,77.57848518111965
Yes,2020-11-30,77.57409440175631
Yes,2020-12-01,78.08863885839736
Yes,2020-12-02,78.16684961580681
Yes,2020-12-03,78.46871569703623
Yes,2020-12-04,81.11059275521406
Yes,2020-12-05,81.25
Yes,2020-12-06,78.16684961580681
Yes,2020-12-07,78.07272228320527
Yes,2020-12-08,78.17508232711306
Yes,2020-12-09,78.16602634467618
Yes,2020-12-10,78.47832052689353
Yes,2020-12-11,81.11443468715697
Yes,2020-12-12,81.1890779363337
Yes,2020-12-13,78.21185510428101
Yes,2020-12-14,78.10428100987926
Yes,2020-12-15,78.20993413830955
Yes,2020-12-16,78.21048298572997
Yes,2020-12-17,78.56201975850713
Yes,2020-12-18,81.49341383095499
Yes,2020-12-19,81.83369923161361
Yes,2020-12-20,79.78759604829857
Yes,2020-12-21,80.33232711306258
Yes,2020-12-22,80.68029637760702
Yes,2020-12-23,81.93852908891328
Yes,2020-12-24,83.69346871569704
Yes,2020-12-25,87.403951701427
Yes,2020-12-26,87.67233809001098
Yes,2020-12-27,85.98133918770581
Yes,2020-12-28,86.6188254665203
Yes,2020-12-29,91.73847420417124
Yes,2020-12-30,96.60976948408343
Yes,2020-12-31,100.78594950603733
Yes,2021-01-01,95.10729967069155
Yes,2021-01-02,91.27771679473106
Yes,2021-01-03,85.79006586169045
Yes,2021-01-04,81.66712403951702
Yes,2021-01-05,80.55296377607026
Yes,2021-01-06,80.29692645444567
Yes,2021-01-07,80.28485181119649
Yes,2021-01-08,81.97392974753019
Yes,2021-01-09,82.04034028540066
Yes,2021-01-10,79.87431394072448
Yes,2021-01-11,80.11580680570802
Yes,2021-01-12,80.08369923161361
Yes,2021-01-13,80.09193194291987
Yes,2021-01-14,80.76042810098792
Yes,2021-01-15,83.14379802414929
Yes,2021-01-16,83.19703622392974
Yes,2021-01-17,81.31284302963776
Yes,2021-01-18,81.5576289791438
Yes,2021-01-19,81.58479692645444
Yes,2021-01-20,81.55378704720088
Yes,2021-01-21,81.46652030735456
Yes,2021-01-22,83.08369923161361
Yes,2021-01-23,83.13583973655324
Yes,2021-01-24,80.93468715697036
Yes,2021-01-25,80.60455543358947
Yes,2021-01-26,80.53759604829857
Yes,2021-01-27,80.43935236004391
Yes,2021-01-28,80.12815587266739
Yes,2021-01-29,81.77058177826564
Yes,2021-01-30,81.81888035126235
Yes,2021-01-31,80.05159165751921
Yes,2021-02-01,81.00301866081229
Yes,2021-02-02,82.84796926454446
Yes,2021-02-03,83.21267837541164
Yes,2021-02-04,83.56997804610319
Yes,2021-02-05,83.63282107574095
Yes,2021-02-06,83.65587266739847
Yes,2021-02-07,81.37568605927552
Yes,2021-02-08,80.57683863885839
Yes,2021-02-09,80.54061470911087
Yes,2021-02-10,80.8496158068057
Yes,2021-02-11,81.17700329308452
Yes,2021-02-12,83.12678375411636
Yes,2021-02-13,83.28979143798024
Yes,2021-02-14,81.31174533479692
Yes,2021-02-15,81.26728869374314
Yes,2021-02-16,81.20938529088913
Yes,2021-02-17,81.25384193194292
Yes,2021-02-18,81.16822173435784
Yes,2021-02-19,83.11004390779364
Yes,2021-02-20,83.19291986827662
Yes,2021-02-21,80.90916575192097
Yes,2021-02-22,80.58205268935237
Yes,2021-02-23,80.79939626783754
Yes,2021-02-24,80.92178924259056
Yes,2021-02-25,80.96432491767288
Yes,2021-02-26,82.62678375411636
Yes,2021-02-27,82.8463227222832
Yes,2021-02-28,80.79335894621295
Yes,2021-03-01,87.28567508232712
Yes,2021-03-02,86.48792535675082
Yes,2021-03-03,86.62952799121844
Yes,2021-03-04,86.78457738748628
Yes,2021-03-05,88.31833150384193
Yes,2021-03-06,88.23655323819978
Yes,2021-03-07,86.29692645444567
Yes,2021-03-08,86.69703622392974
Yes,2021-03-09,87.68441273326016
Yes,2021-03-10,88.7467069154775
Yes,2021-03-11,89.00411635565312
Yes,2021-03-12,89.96652030735456
Yes,2021-03-13,89.74286498353457
Yes,2021-03-14,87.41218441273325
Yes,2021-03-15,86.29335894621295
Yes,2021-03-16,84.92453347969264
Yes,2021-03-17,84.94099890230515
Yes,2021-03-18,85.04006586169045
Yes,2021-03-19,86.82464324917673
Yes,2021-03-20,86.8748627881449
Yes,2021-03-21,84.9522502744237
Yes,2021-03-22,84.97173435784852
Yes,2021-03-23,84.9810647639956
Yes,2021-03-24,85.01207464324918
Yes,2021-03-25,85.14160263446762
Yes,2021-03-26,87.05625686059275
Yes,2021-03-27,87.10153677277717
Yes,2021-03-28,85.15779363336992
Yes,2021-03-29,85.26399560922064
Yes,2021-03-30,85.2980241492865
Yes,2021-03-31,85.47530186608122
Yes,2021-04-01,84.66931942919868
Yes,2021-04-02,87.5609220636663
Yes,2021-04-03,87.8523600439078
Yes,2021-04-04,86.16218441273325
Yes,2021-04-05,84.61388583973655
Yes,2021-04-06,84.88529088913282
Yes,2021-04-07,84.89681668496158
Yes,2021-04-08,85.03430296377607
Yes,2021-04-09,83.7115806805708
Yes,2021-04-10,83.8205268935236
Yes,2021-04-11,81.71267837541164
Yes,2021-04-12,84.602634467618
Yes,2021-04-13,84.82848518111965
Yes,2021-04-14,84.73627881448957
Yes,2021-04-15,84.67178924259056
Yes,2021-04-16,86.64599341383095
Yes,2021-04-17,86.7851262349067
Yes,2021-04-18,84.7019758507135
Yes,2021-04-19,85.97832052689353
Yes,2021-04-20,86.01015367727771
Yes,2021-04-21,86.02113062568606
Yes,2021-04-22,86.10949506037322
Yes,2021-04-23,87.86251372118551
Yes,2021-04-24,89.25878155872667
Yes,2021-04-25,85.69923161361142
Yes,2021-04-26,88.2403951701427
Yes,2021-04-27,89.5128979143798
Yes,2021-04-28,89.91739846322723
Yes,2021-04-29,89.12733260153678
Yes,2021-04-30,91.39023051591657
Yes,2021-05-01,91.16575192096597
Yes,2021-05-02,88.0414379802415
Yes,2021-05-03,87.61909989023052
Yes,2021-05-04,86.8652579582876
Yes,2021-05-05,86.99862788144895
Yes,2021-05-06,86.96295279912185
Yes,2021-05-07,87.9423710208562
Yes,2021-05-08,88.07409440175631
Yes,2021-05-09,86.91904500548847
Yes,2021-05-10,87.01838638858398
Yes,2021-05-11,86.94703622392974
Yes,2021-05-12,87.64681668496158
Yes,2021-05-13,87.87321624588364
Yes,2021-05-14,89.11388583973655
Yes,2021-05-15,89.23051591657519
Yes,2021-05-16,87.56009879253567
Yes,2021-05-17,87.4873765093304
Yes,2021-05-18,85.0993413830955
Yes,2021-05-19,85.15010976948409
Yes,2021-05-20,85.31888035126235
Yes,2021-05-21,88.75768386388584
Yes,2021-05-22,90.102634467618
Yes,2021-05-23,87.74945115257958
Yes,2021-05-24,86.71377607025246
Yes,2021-05-25,86.09714599341383
Yes,2021-05-26,86.02771679473106
Yes,2021-05-27,87.30323819978047
Yes,2021-05-28,89.35729967069155
Yes,2021-05-29,89.64352360043908
Yes,2021-05-30,87.41904500548847
Yes,2021-05-31,87.39928649835346
Yes,2021-06-01,87.46514818880351
Yes,2021-06-02,87.52030735455543
Yes,2021-06-03,88.01070252469813
Yes,2021-06-04,89.78732162458836
Yes,2021-06-05,89.36306256860593
Yes,2021-06-06,87.17041712403952
Yes,2021-06-07,87.13007683863886
Yes,2021-06-08,87.67453347969264
Yes,2021-06-09,87.36278814489572
Yes,2021-06-10,87.47557628979143
Yes,2021-06-11,88.28649835345774
Yes,2021-06-12,88.37294182217343
Yes,2021-06-13,86.18386388583974
Yes,2021-06-14,86.21542261251372
Yes,2021-06-15,86.21844127332602
Yes,2021-06-16,86.24506037321625
Yes,2021-06-17,86.38254665203074
Yes,2021-06-18,88.36553238199781
Yes,2021-06-19,88.51207464324918
Yes,2021-06-20,86.2661909989023
Yes,2021-06-21,86.25384193194292
Yes,2021-06-22,86.24066959385291
Yes,2021-06-23,86.22969264544457
Yes,2021-06-24,86.39983534577388
Yes,2021-06-25,88.53924259055982
Yes,2021-06-26,88.6284302963776
Yes,2021-06-27,86.41684961580681
Yes,2021-06-28,86.23957189901208
Yes,2021-06-29,87.4388035126235
Yes,2021-06-30,87.44456641053787
Yes,2021-07-01,87.51673984632272
Yes,2021-07-02,89.47530186608122
Yes,2021-07-03,89.6284302963776
Yes,2021-07-04,86.18358946212953
Yes,2021-07-05,86.08507135016465
Yes,2021-07-06,86.06037321624588
Yes,2021-07-07,86.23216245883644
Yes,2021-07-08,86.38035126234907
Yes,2021-07-09,88.4324917672887
Yes,2021-07-10,88.75246981339188
Yes,2021-07-11,86.3046103183315
Yes,2021-07-12,86.07107574094401
Yes,2021-07-13,85.99945115257958
Yes,2021-07-14,86.0386937431394
Yes,2021-07-15,86.36361141602634
Yes,2021-07-16,88.32930845225027
Yes,2021-07-17,88.45801317233808
Yes,2021-07-18,86.39571899012074
Yes,2021-07-19,86.31778265642151
Yes,2021-07-20,86.2917124039517
Yes,2021-07-21,86.34357848518113
Yes,2021-07-22,86.02113062568606
Yes,2021-07-23,88.22338090010977
Yes,2021-07-24,88.40861690450055
Yes,2021-07-25,86.205268935236
Yes,2021-07-26,86.06009879253567
Yes,2021-07-27,86.06695938529089
Yes,2021-07-28,86.09028540065862
Yes,2021-07-29,86.18633369923161
Yes,2021-07-30,88.17864983534578
Yes,2021-07-31,88.35098792535675
Yes,2021-08-01,86.40834248079034
Yes,2021-08-02,86.41136114160264
Yes,2021-08-03,86.38254665203074
Yes,2021-08-04,86.39571899012074
Yes,2021-08-05,86.49698133918771
Yes,2021-08-06,88.44017563117454
Yes,2021-08-07,88.6311745334797
Yes,2021-08-08,86.47338090010977
Yes,2021-08-09,86.37047200878156
Yes,2021-08-10,86.33562019758507
Yes,2021-08-11,86.34742041712404
Yes,2021-08-12,86.49478594950604
Yes,2021-08-13,88.34687156970362
Yes,2021-08-14,88.51811196487377
Yes,2021-08-15,86.31366630076839
Yes,2021-08-16,86.19703622392974
Yes,2021-08-17,86.16767288693742
Yes,2021-08-18,86.18523600439077
Yes,2021-08-19,86.28402854006586
Yes,2021-08-20,88.2401207464325
Yes,2021-08-21,88.39928649835346
Yes,2021-08-22,86.25768386388584
Yes,2021-08-23,86.17563117453348
Yes,2021-08-24,86.16245883644346
Yes,2021-08-25,86.1827661909989
Yes,2021-08-26,86.27277716794731
Yes,2021-08-27,88.23216245883644
Yes,2021-08-28,88.71899012074643
Yes,2021-08-29,86.46816684961581
